"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -1.461608408,      0.8776190917,       1.049763395,       4.020698776,      0.0760401749,       0.550081629,                 0,                 0,                 0,      0.1497916144,     0.05380669131,      0.5526995086,                 0,       7.234092106
          0,           0,           1,      -1.475630746,       1.055114457,        1.01815632,       4.008825554,     0.03297653736,      0.7399475776,                 0,                 0,                 0,      0.1485635552,    0.003125276429,      0.7406754365,                 0,       22.43860747
          0,           0,           2,      -1.560679843,      0.9837430844,      0.9307440854,       3.922605872,     0.02410447463,      0.8002724064,                 0,                 0,                 0,       0.133885981,   -0.008171040312,      0.8005936449,                 0,       33.20015967
          0,           0,           3,      -1.675138116,      0.8832759412,      0.8138860244,        3.80718577,     0.01741395958,      0.8257530431,                 0,                 0,                 0,      0.1274029929,    -0.01588314572,      0.8257839063,                 0,       47.41902836
          0,           0,           4,       -1.80612443,       0.768450637,      0.6962338828,       3.676961858,     0.01482407212,       0.844367691,                 0,                 0,                 0,      0.1261855063,      -0.019221214,       0.844279039,                 0,       56.95922714
          0,           0,           5,      -1.907729368,      0.6772107878,      0.5750417113,        3.57575256,     0.01328645502,      0.8596901308,                 0,                 0,                 0,      0.1263795822,    -0.02137517068,      0.8595270519,                 0,       64.70425178
          0,           0,           6,      -2.002142471,      0.5938549041,      0.4606171706,        3.48115395,     0.01244454551,      0.8705509428,                 0,                 0,                 0,      0.1265615513,    -0.02265415392,       0.870345104,                 0,       69.95441836
          0,           0,           7,      -2.101129042,      0.5068020229,      0.3482581709,       3.382196574,     0.01185878775,       0.877282979,                 0,                 0,                 0,      0.1264209233,    -0.02351077838,      0.8770480599,                 0,       73.97745855
          0,           0,           8,      -2.187116721,      0.4354340451,       0.243874728,        3.29640991,     0.01141415909,      0.8809630177,                 0,                 0,                 0,      0.1260298511,    -0.02410337404,      0.8807071868,                 0,        77.1815962
          0,           0,           9,      -2.274360195,      0.3622347418,      0.1332475636,       3.209554188,       0.011078328,       0.882882811,                 0,                 0,                 0,      0.1255942756,    -0.02451631176,      0.8826118839,                 0,        79.6945903
          0,           0,          10,      -2.368227762,      0.2794466957,     0.01465109971,       3.116126753,     0.01086139661,      0.8841273193,                 0,                 0,                 0,      0.1253010378,    -0.02478322825,      0.8838466373,                 0,       81.40088714
          0,           0,          11,      -2.459013752,      0.1965576805,    -0.09920757005,       3.025435424,     0.01073994118,      0.8851850214,                 0,                 0,                 0,      0.1251758826,    -0.02494721692,      0.8848985845,                 0,       82.41991338
          0,           0,          12,      -2.542730233,      0.1172865206,     -0.1999428487,       2.941379113,     0.01068384204,      0.8862332332,                 0,                 0,                 0,       0.125183324,    -0.02504551989,      0.8859436833,                 0,         82.950799
          0,           0,          13,       -2.61981844,     0.03876453639,     -0.2905353639,       2.863798745,     0.01067340456,      0.8873787256,                 0,                 0,                 0,      0.1253017717,    -0.02510211931,      0.8870878242,                 0,        83.1392383
          0,           0,          14,      -2.693180176,    -0.04205310087,     -0.3799370112,       2.790096104,     0.01069006597,      0.8886057713,                 0,                 0,                 0,      0.1254928986,    -0.02513492898,      0.8883145443,                 0,       83.12444227
          0,           0,          15,       -2.76792074,      -0.125532383,     -0.4722119689,       2.715238803,     0.01071714431,      0.8898236453,                 0,                 0,                 0,      0.1257099813,     -0.0251569605,        0.88953252,                 0,       83.02805485
          0,           0,          16,      -2.849387764,      -0.209786996,     -0.5622759451,       2.633811342,     0.01074219294,      0.8909285694,                 0,                 0,                 0,      0.1259111299,    -0.02517646749,      0.8906375559,                 0,       82.93730843
          0,           0,          17,      -2.938893084,     -0.2933883201,     -0.6464396012,       2.544505334,     0.01075975141,       0.891852909,                 0,                 0,                 0,      0.1260733295,    -0.02519617989,      0.8915618521,                 0,       82.88787306
          0,           0,          18,      -3.031161091,     -0.3763644427,     -0.7255745177,       2.452643258,      0.0107698949,      0.8925793259,                 0,                 0,                 0,      0.1261921341,    -0.02521532373,      0.8922880875,                 0,       82.87725497
          0,           0,          19,      -3.105518325,     -0.4590056917,     -0.8018305678,       2.378505234,     0.01077475761,      0.8931251956,                 0,                 0,                 0,      0.1262739567,    -0.02523246691,      0.8928337096,                 0,       82.89051393
          0,           0,          20,      -3.144032462,      -0.538414031,     -0.8767316939,       2.339012188,     0.01077766425,      0.8935351596,                 0,                 0,                 0,      0.1263325693,    -0.02524608671,      0.8932434576,                 0,       82.90619741
          0,           0,          21,      -3.163222099,     -0.6120622299,      -0.951424243,       2.318153075,     0.01078074818,      0.8938521888,                 0,                 0,                 0,      0.1263792578,    -0.02525578353,      0.8935603535,                 0,       82.91188832
          0,           0,          22,      -3.185988697,     -0.6807505213,      -1.026867253,       2.294049325,     0.01078534513,       0.894110082,                 0,                 0,                 0,       0.126421926,      -0.025261585,      0.8938182224,                 0,       82.90046089
          0,           0,          23,      -3.224094002,     -0.7479330915,      -1.102965926,       2.255251327,     0.01079036629,       0.894319282,                 0,                 0,                 0,      0.1264596019,    -0.02526499998,      0.8940274548,                 0,        82.8812719
          0,           0,          24,      -3.278029699,     -0.8156970364,      -1.177271573,       2.201073636,     0.01079650901,      0.8944969991,                 0,                 0,                 0,      0.1264957007,    -0.02526602534,       0.894205275,                 0,       82.85057678
          0,           0,          25,      -3.344776638,     -0.8865778635,      -1.247545995,       2.134408929,     0.01080314866,        0.89464601,                 0,                 0,                 0,      0.1265290658,    -0.02526539715,      0.8943544325,                 0,       82.81344988
          0,           0,          26,      -3.418568557,      -0.959911527,      -1.316535372,       2.060807665,     0.01080905364,      0.8947611884,                 0,                 0,                 0,      0.1265561357,    -0.02526413937,      0.8944697553,                 0,       82.77886467
          0,           0,          27,      -3.496485019,       -1.03490503,      -1.387217977,        1.98304782,     0.01081326227,      0.8948375971,                 0,                 0,                 0,      0.1265740734,    -0.02526301391,      0.8945462716,                 0,       82.75371251
          0,           0,          28,      -3.576264877,      -1.110579997,      -1.460149667,       1.903361227,     0.01081525247,      0.8948735101,                 0,                 0,                 0,      0.1265815295,    -0.02526247284,      0.8945822356,                 0,       82.74180495
          0,           0,          29,      -3.657937323,      -1.185335445,       -1.53498922,       1.821746619,     0.01081482409,      0.8948701268,                 0,                 0,                 0,      0.1265784664,    -0.02526276451,      0.8945788378,                 0,       82.74476956
          0,           0,          30,      -3.742713503,      -1.257471841,      -1.611807783,       1.737034641,     0.01081258584,      0.8948352938,                 0,                 0,                 0,      0.1265673021,    -0.02526359695,      0.8945439429,                 0,       82.75867649
          0,           0,          31,      -3.832814012,        -1.3260908,        -1.6912382,       1.647059454,     0.01080914481,      0.8947766576,                 0,                 0,                 0,      0.1265503516,    -0.02526467178,      0.8944852156,                 0,       82.77959755
          0,           0,          32,      -3.930293818,      -1.391058754,      -1.771850015,       1.549845307,     0.01080505632,      0.8947016303,                 0,                 0,                 0,      0.1265297723,    -0.02526573288,      0.8944100845,                 0,       82.80397656
          0,           0,          33,      -4.032554646,      -1.452047783,      -1.849771959,       1.448105401,     0.01080070679,      0.8946162892,                 0,                 0,                 0,      0.1265072104,    -0.02526663911,      0.8943246374,                 0,       82.82942094
          0,           0,          34,      -4.127673559,      -1.508068288,      -1.916781522,       1.353766989,      0.0107962625,      0.8945250659,                 0,                 0,                 0,      0.1264836875,    -0.02526740292,      0.8942333091,                 0,       82.85506824
          0,           0,          35,      -4.189481444,      -1.556691203,      -1.967191784,        1.29251529,     0.01079181994,      0.8944312525,                 0,                 0,                 0,      0.1264599453,    -0.02526806061,      0.8941393929,                 0,       82.88048332
          0,           0,          36,      -4.200886467,      -1.595721672,       -2.00210582,       1.280821687,      0.0107874561,       0.894337661,                 0,                 0,                 0,      0.1264366104,    -0.02526864858,      0.8940457015,                 0,       82.90533491
          0,           0,          37,      -4.177952248,      -1.624812087,      -2.027463956,       1.302915131,     0.01078325114,      0.8942465097,                 0,                 0,                 0,      0.1264141813,    -0.02526917617,      0.8939544548,                 0,       82.92921107
          0,           0,          38,      -4.146688443,      -1.645814298,      -2.049162139,       1.333360369,     0.01077927426,      0.8941596023,                 0,                 0,                 0,      0.1263930529,    -0.02526964692,      0.8938674578,                 0,       82.95174434
          0,           0,          39,      -4.121223943,      -1.661876989,      -2.070955221,       1.358234861,     0.01077563071,      0.8940785756,                 0,                 0,                 0,      0.1263736746,    -0.02527002162,      0.8937863501,                 0,       82.97227321
          0,           0,          40,      -4.105906907,       -1.67623434,      -2.093199974,       1.373174428,     0.01077240886,      0.8940045385,                 0,                 0,                 0,       0.126356361,    -0.02527025671,      0.8937122433,                 0,       82.99021605
          0,           0,          41,      -4.101936681,      -1.690985634,      -2.117404953,       1.376884406,     0.01076958481,      0.8939378469,                 0,                 0,                 0,      0.1263410313,    -0.02527039038,      0.8936454921,                 0,       83.00578552
          0,           0,          42,      -4.106139556,      -1.708026835,      -2.141067683,       1.372532528,     0.01076721514,      0.8938789644,                 0,                 0,                 0,      0.1263278263,     -0.0252703848,      0.8935865619,                 0,       83.01858495
          0,           0,          43,      -4.117343704,      -1.726898869,      -2.165048188,       1.361202486,     0.01076528704,      0.8938277865,                 0,                 0,                 0,      0.1263166762,    -0.02527024854,      0.8935353478,                 0,       83.02869987
          0,           0,          44,      -4.135724015,      -1.747865157,      -2.191640167,       1.342704808,     0.01076377572,       0.893783929,                 0,                 0,                 0,      0.1263074427,     -0.0252699909,      0.8934914651,                 0,       83.03628317
          0,           0,          45,       -4.16096938,       -1.77087034,      -2.223090452,       1.317360947,     0.01076257541,      0.8937463317,                 0,                 0,                 0,      0.1262997498,    -0.02526967484,      0.8934538499,                 0,       83.04205063
          0,           0,          46,      -4.192192793,      -1.795837758,      -2.259158482,       1.286076556,     0.01076155177,      0.8937137911,                 0,                 0,                 0,      0.1262931741,    -0.02526938606,      0.8934212946,                 0,       83.04692579
          0,           0,          47,       -4.22927192,      -1.822904694,      -2.299725729,       1.248946486,     0.01076067949,       0.893685837,                 0,                 0,                 0,      0.1262876023,    -0.02526913089,       0.893393328,                 0,       83.05105987
          0,           0,          48,      -4.271794691,      -1.851474381,      -2.343226261,       1.206359199,     0.01075992932,      0.8936618989,                 0,                 0,                 0,      0.1262828879,    -0.02526891561,      0.8933693791,                 0,       83.05462538
          0,           0,          49,      -4.319216351,      -1.881116219,      -2.388635415,       1.158861936,     0.01075929106,      0.8936414962,                 0,                 0,                 0,      0.1262789263,      -0.025268731,      0.8933489672,                 0,       83.05765609
          0,           0,          50,      -4.371066067,      -1.911098309,      -2.435686624,       1.106928718,     0.01075875764,       0.893624143,                 0,                 0,                 0,      0.1262756174,    -0.02526856455,      0.8933316067,                 0,       83.06016116
          0,           0,          51,      -4.426540513,      -1.940761935,       -2.48410837,       1.051363585,     0.01075831822,       0.893609336,                 0,                 0,                 0,      0.1262728513,    -0.02526840679,       0.893316794,                 0,       83.06217737
          0,           0,          52,      -4.484781163,      -1.969492505,      -2.533453469,      0.9930236818,     0.01075796044,      0.8935965808,                 0,                 0,                 0,      0.1262705181,    -0.02526825016,      0.8933040347,                 0,       83.06375408
          0,           0,          53,      -4.545028612,      -1.996678376,      -2.583175258,      0.9326571528,     0.01075767006,      0.8935854068,                 0,                 0,                 0,      0.1262685114,    -0.02526808993,      0.8932928581,                 0,       83.06495757
          0,           0,          54,      -4.606647797,      -2.021764535,      -2.632305213,      0.8708982024,      0.0107574216,      0.8935753205,                 0,                 0,                 0,      0.1262667059,    -0.02526793164,        0.89328277,                 0,       83.06593845
          0,           0,          55,      -4.667483831,       -2.04504494,      -2.679434139,       0.809917134,     0.01075720627,      0.8935660072,                 0,                 0,                 0,      0.1262650395,    -0.02526777142,      0.8932734555,                 0,       83.06673545
          0,           0,          56,      -4.725421733,      -2.066043747,      -2.723562185,      0.7518033151,     0.01075700063,      0.8935570918,                 0,                 0,                 0,      0.1262634155,    -0.02526761754,      0.8932645391,                 0,       83.06749462
          0,           0,          57,       -4.77849478,      -2.084558503,      -2.763650211,      0.6985288985,     0.01075678326,      0.8935482526,                 0,                 0,                 0,      0.1262617501,    -0.02526747846,      0.8932556983,                 0,       83.06835146
          0,           0,          58,      -4.826187679,       -2.10079743,      -2.798865929,      0.6506164695,     0.01075654093,      0.8935392702,                 0,                 0,                 0,      0.1262599897,    -0.02526735855,      0.8932467135,                 0,       83.06938787
          0,           0,          59,      -4.865934108,      -2.115054978,      -2.827412285,      0.6106956732,     0.01075626719,      0.8935300139,                 0,                 0,                 0,      0.1262581072,    -0.02526725898,      0.8932374537,                 0,       83.07064133
          0,           0,          60,      -4.896127748,      -2.127624909,      -2.849025212,      0.5803944422,      0.0107559587,      0.8935203985,                 0,                 0,                 0,      0.1262560888,    -0.02526717965,      0.8932278336,                 0,       83.07212988
          0,           0,          61,      -4.917127813,      -2.138857327,      -2.864919468,      0.5593484852,      0.0107556151,      0.8935103764,                 0,                 0,                 0,      0.1262539307,    -0.02526711903,      0.8932178058,                 0,       83.07385193
          0,           0,          62,      -4.930064096,      -2.149087209,      -2.876228692,      0.5464275832,      0.0107552396,      0.8934999385,                 0,                 0,                 0,      0.1262516405,    -0.02526707351,      0.8932073613,                 0,       83.07578186
          0,           0,          63,      -4.936368609,      -2.158597054,      -2.883865844,      0.5401937212,     0.01075483861,      0.8934891183,                 0,                 0,                 0,      0.1262492382,    -0.02526703805,      0.8931965337,                 0,       83.07787317
          0,           0,          64,      -4.937606392,      -2.167620331,      -2.888620564,      0.5390663781,     0.01075441959,      0.8934779769,                 0,                 0,                 0,      0.1262467494,    -0.02526700766,      0.8931853845,                 0,       83.08007411
          0,           0,          65,      -4.935549852,      -2.176354365,      -2.891293565,      0.5412480826,     0.01075398819,      0.8934665816,                 0,                 0,                 0,      0.1262441974,    -0.02526697941,       0.893173981,                 0,       83.08234729
          0,           0,          66,      -4.930750726,      -2.184889794,       -2.89231167,      0.5461931764,     0.01075355031,      0.8934550115,                 0,                 0,                 0,      0.1262416072,    -0.02526695059,      0.8931624027,                 0,       83.08465447
          0,           0,          67,      -4.924440117,      -2.193314408,      -2.892395211,      0.5526430996,     0.01075311004,      0.8934433404,                 0,                 0,                 0,      0.1262389995,    -0.02526692009,      0.8931507234,                 0,       83.08697086
          0,           0,          68,      -4.917785249,      -2.201739845,      -2.892258836,      0.5594204509,     0.01075267027,      0.8934316383,                 0,                 0,                 0,      0.1262363917,    -0.02526688783,       0.893139013,                 0,       83.08928071
          0,           0,          69,       -4.91176613,      -2.210270767,      -2.892459541,       0.565541295,      0.0107522336,      0.8934199742,                 0,                 0,                 0,      0.1262338004,    -0.02526685401,      0.8931273408,                 0,       83.09157031
          0,           0,          70,      -4.907246128,      -2.219014227,      -2.893450765,      0.5701417252,     0.01075180221,      0.8934084153,                 0,                 0,                 0,      0.1262312406,    -0.02526681916,       0.893115774,                 0,       83.09382909
          0,           0,          71,      -4.904350582,      -2.228058053,      -2.895457497,      0.5731053688,     0.01075137817,      0.8933970237,                 0,                 0,                 0,      0.1262287257,     -0.0252667837,      0.8931043745,                 0,       83.09604679
          0,           0,          72,      -4.903397656,       -2.23744673,      -2.898572752,       0.574111808,     0.01075096337,      0.8933858536,                 0,                 0,                 0,      0.1262262671,    -0.02526674794,      0.8930931967,                 0,       83.09821391
          0,           0,          73,      -4.904399389,      -2.247207409,      -2.902958363,      0.5731491266,     0.01075055932,      0.8933749494,                 0,                 0,                 0,      0.1262238738,    -0.02526671215,      0.8930822851,                 0,       83.10032278
          0,           0,          74,      -4.907425975,      -2.257357048,      -2.908743865,      0.5701477918,     0.01075016754,      0.8933643485,                 0,                 0,                 0,      0.1262215535,    -0.02526667633,       0.893071677,                 0,       83.10236516
