"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
0, 1.868553667329603e-04, 9.823874347339191e-04, 5.020048678566309e-01, 1.555535108370367e+01, 8.177947914723499e+01, 1.038079900010915e+05, 1.117411548521850e-04, 3.876232549871490e+04, 2.689875882140871e+02, 5.043582051708442e-01, 4.485644666469081e-01, 1.695323984042240e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.155618236645350e-06
1, 3.829748717147122e-04, 2.013480845476851e-03, 5.050553704095107e-01, 1.801147127014348e+01, 9.469618949370926e+01, 1.050841012443478e+05, 1.112460457418692e-04, 3.835413050880077e+04, 2.645473975360464e+02, 5.853422958122814e-01, 4.155330514924522e-01, 1.673101775495118e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.376146739455659e-06
2, 5.888009242964814e-04, 3.095606188369375e-03, 4.592133597615859e-01, 3.514915132342020e+01, 9.677769272469389e+01, 9.643778854848276e+04, 1.012786416670016e-04, 3.395792194167024e+04, 2.576065709133006e+02, 6.968502629149030e-01, 5.978887560971145e-02, 1.638012814432788e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.795627069978046e-06
3, 1.142977001023326e-03, 4.105868637992396e-03, 4.288659091849953e-01, 4.983261687548967e+01, 8.866936811271668e+01, 9.043036639972060e+04, 9.591734136918759e-05, 3.134753992895868e+04, 2.546315913718398e+02, 7.413959459278316e-01, -1.514450055110229e-01, 1.622839006923255e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.790386868119337e-06
4, 1.747574329309615e-03, 5.157385918251107e-03, 4.368361997045040e-01, 5.511392195090558e+01, 9.585405802747974e+01, 9.260363749650316e+04, 9.608741315126849e-05, 3.144414193644392e+04, 2.507560805793425e+02, 7.973351486136823e-01, -1.436279056130793e-01, 1.602949135511885e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.005151559509620e-06
5, 2.381922782949155e-03, 6.260646434796951e-03, 3.955591814690425e-01, 6.638504909772743e+01, 8.862505972415205e+01, 8.464660671865061e+04, 8.735179443708321e-05, 2.765912740416915e+04, 2.435888194112130e+02, 8.947065452114688e-01, -4.499138460836340e-01, 1.565791546033007e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.007182904528195e-06
6, 3.299218247374724e-03, 7.228666028407254e-03, 3.697629920259100e-01, 7.335007041114173e+01, 7.665555333111237e+01, 7.933508744328718e+04, 8.328926483981605e-05, 2.564564488497717e+04, 2.416131276472376e+02, 9.208002053112344e-01, -6.128462157623061e-01, 1.555461958856920e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 6.537001825224715e-07
7, 4.272227943437316e-03, 8.236009621867529e-03, 3.825466618549657e-01, 7.785170177596125e+01, 8.060014312838780e+01, 8.227460737718089e+04, 8.477664562954621e-05, 2.634475074442636e+04, 2.399053994869375e+02, 9.433966992764623e-01, -5.562740959397741e-01, 1.546502640397618e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 8.146415845668910e-07
8, 5.292797628383674e-03, 9.292591419531700e-03, 3.561678356487657e-01, 8.306559688760314e+01, 7.352913478296966e+01, 7.716115113762826e+04, 7.899102049508072e-05, 2.395399532233681e+04, 2.342899224015226e+02, 1.015045813096663e+00, -7.497356445404073e-01, 1.516838313417866e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.927899984727118e-07
9, 6.517546280448549e-03, 1.022348362414645e-02, 3.351572606904956e-01, 8.540635183777101e+01, 6.360936954508470e+01, 7.279800273152435e+04, 7.563453886882619e-05, 2.235199169079242e+04, 2.323260670213807e+02, 1.039842774318780e+00, -8.793708638350411e-01, 1.506389350585836e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.330763410707305e-07
