"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
0, 1.868553667329603e-04, 9.823874347339191e-04, 5.007747579650353e-01, 1.554734454801081e+01, 8.174047499431823e+01, 1.035594382363813e+05, 1.122058749567698e-04, 3.865876964493679e+04, 2.689279514357592e+02, 5.054113397472519e-01, 4.401846567954000e-01, 1.695026659228336e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.190561794115783e-06
1, 3.747726117166008e-04, 1.970357667912029e-03, 5.058833657302837e-01, 1.799429780659137e+01, 9.460385922995485e+01, 1.052406150230430e+05, 1.139682884635169e-04, 3.842991279370770e+04, 2.646362567825925e+02, 5.837168787403041e-01, 4.216654053330532e-01, 1.673548201252680e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.910880494041247e-06
2, 5.637589872215411e-04, 2.963948828166408e-03, 4.645441466883600e-01, 3.229962817996869e+01, 9.701930531743724e+01, 9.742012040778947e+04, 1.043924586074195e-04, 3.446642580520594e+04, 2.584637267677136e+02, 6.829790613442217e-01, 1.009373527814334e-01, 1.642369671702708e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.253970840865363e-06
3, 1.007000009287033e-03, 3.869377092563993e-03, 4.293213567617115e-01, 4.704336995577477e+01, 8.846016041740413e+01, 9.039541944338476e+04, 9.699021021326505e-05, 3.148182057041056e+04, 2.554510496128573e+02, 7.283572359529188e-01, -1.405789250235168e-01, 1.627026757283698e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.862887906779951e-06
4, 1.516902987719048e-03, 4.756201707876816e-03, 4.365585419703492e-01, 5.262395925490598e+01, 9.152422163146313e+01, 9.218752503251329e+04, 9.853067637933239e-05, 3.176872383997506e+04, 2.535056390948038e+02, 7.576588052784790e-01, -1.173625180603894e-01, 1.617074819415661e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.148899599812295e-06
5, 2.029717018483530e-03, 5.648089233143283e-03, 4.243276775042503e-01, 5.933815147523838e+01, 9.580822870556094e+01, 9.032666857654127e+04, 9.532820250469191e-05, 3.014461769523567e+04, 2.474792352814630e+02, 8.421437979397673e-01, -2.487862876982183e-01, 1.586021647580582e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.791819434296801e-06
6, 2.599593521160997e-03, 6.504354144743908e-03, 3.806561984485611e-01, 6.813953320048537e+01, 8.457992211278604e+01, 8.159416260711626e+04, 8.629913059869575e-05, 2.643954755128062e+04, 2.419643915834718e+02, 9.150058634411863e-01, -5.486030740999953e-01, 1.557301265855429e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 8.394705344943870e-07
7, 3.322548052969291e-03, 7.252819056169938e-03, 3.677265146297301e-01, 7.261793636993505e+01, 7.518190162848536e+01, 7.879094245612354e+04, 8.435820026357446e-05, 2.557408966813679e+04, 2.422733159276426e+02, 9.109566609600606e-01, -6.186365123909314e-01, 1.558917876539610e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 6.681760076705478e-07
8, 4.049644415791983e-03, 8.005571948439769e-03, 3.860519781782987e-01, 7.566920769368413e+01, 7.833866112575413e+01, 8.267573155048884e+04, 8.795820105630122e-05, 2.692460473850474e+04, 2.429595080653455e+02, 9.028831875952099e-01, -5.093519178615924e-01, 1.562505414736166e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 9.465734535942162e-07
9, 4.780911241803052e-03, 8.762642464050431e-03, 3.799071210187794e-01, 8.008996453177005e+01, 8.091835917289407e+01, 8.191320623942478e+04, 8.539003685512187e-05, 2.594141289565629e+04, 2.378737600037717e+02, 9.692583047784320e-01, -5.889124679419204e-01, 1.535806547586005e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 8.322442129262505e-07
10, 5.533330034517125e-03, 9.504618647380326e-03, 3.402807636316626e-01, 8.321849562767754e+01, 7.071503223021685e+01, 7.398555909428274e+04, 7.720545598828454e-05, 2.258475670777306e+04, 2.312109313377971e+02, 1.052823988217552e+00, -8.605353609521202e-01, 1.500438670318181e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.881784118771545e-07
11, 6.393108471660645e-03, 1.013259507918193e-02, 3.211590804831501e-01, 8.342373032281841e+01, 6.093416790196729e+01, 6.984084520029432e+04, 7.422266455621435e-05, 2.129010433027398e+04, 2.309340271915267e+02, 1.055892962262730e+00, -9.652995085250045e-01, 1.498959063030653e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.648589002723534e-07
12, 7.257842828800735e-03, 1.076419128187019e-02, 3.410471284301602e-01, 8.495309756981403e+01, 6.204916850886395e+01, 7.377191938140252e+04, 7.933986445247861e-05, 2.301868050257316e+04, 2.351236814639494e+02, 1.003473803797343e+00, -8.254219534738598e-01, 1.521262657062060e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.188374472444562e-07
13, 8.127560774122728e-03, 1.139942746410299e-02, 3.544629813567236e-01, 8.758152415171985e+01, 6.396806062777692e+01, 7.661102372651770e+04, 8.097023750417572e-05, 2.400764527438570e+04, 2.359440472934406e+02, 9.936293148991107e-01, -7.453942540703369e-01, 1.525609108341842e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.241558875097512e-07
14, 9.002297064840122e-03, 1.203832901231708e-02, 3.460847841539957e-01, 9.057467716759206e+01, 6.356662074308161e+01, 7.522370669257324e+04, 7.814607544750062e-05, 2.301347819642784e+04, 2.316488248548414e+02, 1.047909802883258e+00, -8.258429276119371e-01, 1.502776907037675e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.333806889249583e-07
15, 9.904268829721272e-03, 1.264635333989795e-02, 3.161741178040637e-01, 9.081809060158818e+01, 5.587052261116115e+01, 6.922845603488197e+04, 7.185300429928637e-05, 2.049949652757652e+04, 2.258641089725316e+02, 1.119362570660069e+00, -1.029276027591899e+00, 1.471728787110916e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.310848662459368e-07
16, 1.086050091495028e-02, 1.318146629218623e-02, 3.011222026414460e-01, 8.995734653638675e+01, 5.034176754833277e+01, 6.607549652415594e+04, 6.958079200911936e-05, 1.937218849779338e+04, 2.241125891580806e+02, 1.140703513774785e+00, -1.120498557164230e+00, 1.462259245662713e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.708090030131374e-07
17, 1.182227068005616e-02, 1.371967816185400e-02, 3.102709900747619e-01, 9.065907297462441e+01, 5.073305503392084e+01, 6.785966812046141e+04, 7.262990233183349e-05, 2.018678087469377e+04, 2.266502709673080e+02, 1.109433173049698e+00, -1.054581190102198e+00, 1.475968696099101e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.218749677074738e-07
18, 1.278961702537291e-02, 1.426101071775099e-02, 3.217974283705358e-01, 9.171481128380243e+01, 5.132404992384264e+01, 7.013961991595432e+04, 7.450349873639042e-05, 2.119080571583281e+04, 2.294009678763061e+02, 1.075644737134095e+00, -9.733348196848957e-01, 1.490753098317212e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.754305739758957e-07
19, 1.376257919561109e-02, 1.480548592144202e-02, 3.283715415855457e-01, 9.411224625541657e+01, 5.266505227265305e+01, 7.163360169559154e+04, 7.515836574033808e-05, 2.156956089379344e+04, 2.288264049081386e+02, 1.083018620510527e+00, -9.426856940605235e-01, 1.487671419849440e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.108537082712094e-07
20, 1.474119678366598e-02, 1.535312592933809e-02, 3.152507384015201e-01, 9.498882512518617e+01, 4.915146014659966e+01, 6.908960188256011e+04, 7.189004815164086e-05, 2.037892329664874e+04, 2.251933012276107e+02, 1.127733440273623e+00, -1.039032895132404e+00, 1.468105890836205e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.305670637242787e-07
21, 1.575859800748002e-02, 1.583831459182417e-02, 2.978313451349621e-01, 9.401235144450365e+01, 4.360566690665584e+01, 6.552100369932221e+04, 6.843235125670066e-05, 1.899641618272640e+04, 2.221936371427297e+02, 1.164427792973034e+00, -1.150906307502224e+00, 1.451847342568408e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.563261429170313e-07
22, 1.679282540654381e-02, 1.630471228232773e-02, 2.969592649452510e-01, 9.434430325560515e+01, 4.254583842255542e+01, 6.534596051069935e+04, 6.910184819239042e-05, 1.892460292970761e+04, 2.220037149067571e+02, 1.166780282640112e+00, -1.156717484593238e+00, 1.450814733194957e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.609539147005530e-07
23, 1.783308688608897e-02, 1.677383111636643e-02, 3.026548131623604e-01, 9.482773169687859e+01, 4.276356964721825e+01, 6.645661576703972e+04, 7.068750203257374e-05, 1.943191146491354e+04, 2.236651309007941e+02, 1.146406289009937e+00, -1.115665734199850e+00, 1.459834897603088e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.864912705694648e-07
24, 1.887942530149895e-02, 1.724569042010768e-02, 3.090598058081389e-01, 9.530355441047016e+01, 4.297841866285757e+01, 6.770361280588846e+04, 7.173551947322952e-05, 2.000843740758675e+04, 2.255282712601232e+02, 1.123612245696724e+00, -1.069012864296280e+00, 1.469915585360286e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.105220730816629e-07
25, 1.993188389258219e-02, 1.772030969308014e-02, 3.134178398047144e-01, 9.659980768585453e+01, 4.356250344431707e+01, 6.865743123915759e+04, 7.213840099497153e-05, 2.029732132642713e+04, 2.256032539980806e+02, 1.122869930685689e+00, -1.045636181851769e+00, 1.470320522705260e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.273770020996862e-07
26, 2.099050628788113e-02, 1.819770861011688e-02, 3.079485474751457e-01, 9.744126324419557e+01, 4.213957483622701e+01, 6.765570400429488e+04, 7.061741300221349e-05, 1.974252403675510e+04, 2.233340084372145e+02, 1.150715585244110e+00, -1.090530754432337e+00, 1.458039500231726e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.997359298714379e-07
27, 2.206912394672346e-02, 1.864458967434725e-02, 2.952484575689980e-01, 9.663824912907538e+01, 3.824964159117095e+01, 6.507444077316717e+04, 6.795976624853944e-05, 1.871255855610593e+04, 2.207882108548878e+02, 1.181754835018377e+00, -1.173876258974758e+00, 1.444196920544387e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.492273571684780e-07
28, 2.316831693351014e-02, 1.905967853023044e-02, 2.910784617803979e-01, 9.641472445576632e+01, 3.640944962293421e+01, 6.421562798385398e+04, 6.760236011829847e-05, 1.838825528634897e+04, 2.200699772642985e+02, 1.190563406507249e+00, -1.200119099293654e+00, 1.440279073378726e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.392118359566281e-07
29, 2.427397225279485e-02, 1.947720776031107e-02, 2.951711692112880e-01, 9.708946069611162e+01, 3.666367636007819e+01, 6.504658374778484e+04, 6.897398441212315e-05, 1.872077404266505e+04, 2.209429819434584e+02, 1.179931597525213e+00, -1.173211456236030e+00, 1.445040448264959e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.578442236541318e-07
30, 2.538613631933199e-02, 1.989719489221851e-02, 3.000275695896223e-01, 9.740293700553637e+01, 3.678234717852568e+01, 6.598034889595132e+04, 7.005094383011051e-05, 1.916595483402775e+04, 2.225356742173427e+02, 1.160406849963685e+00, -1.137187124968798e+00, 1.453706034945182e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.759670690681248e-07
31, 2.650485596984171e-02, 2.031965761292931e-02, 3.047448415289524e-01, 9.778127788050013e+01, 3.692529503436223e+01, 6.689927636775839e+04, 7.074562373380508e-05, 1.959000380981613e+04, 2.239383648650767e+02, 1.143284775156957e+00, -1.102872794535604e+00, 1.461315542166539e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.917099928667737e-07
32, 2.763017846780632e-02, 2.074461377057845e-02, 3.075106053969848e-01, 9.881768426707727e+01, 3.731622943464075e+01, 6.752462075142706e+04, 7.092882963429893e-05, 1.975322982478025e+04, 2.237733500981772e+02, 1.145431364971784e+00, -1.089664434811685e+00, 1.460421427640820e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.011341135807623e-07
33, 2.876215150833213e-02, 2.117208137629534e-02, 3.020235659250257e-01, 9.913532902544520e+01, 3.587441970089457e+01, 6.648331054215724e+04, 6.949997052911959e-05, 1.923311216465612e+04, 2.218396027003126e+02, 1.169072286799324e+00, -1.131752708272216e+00, 1.449922144109664e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.764468679410370e-07
34, 2.991196897630879e-02, 2.157033638258407e-02, 2.924302879179322e-01, 9.826097142248453e+01, 3.298165377049617e+01, 6.452610859351062e+04, 6.753472445471559e-05, 1.846304582902646e+04, 2.199436060349052e+02, 1.192164215597037e+00, -1.194066997906209e+00, 1.439589166694134e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.414402879565917e-07
35, 3.107636254676169e-02, 2.194884339580535e-02, 2.902362294993874e-01, 9.818648384730055e+01, 3.191738904070592e+01, 6.408065135733649e+04, 6.751191757704985e-05, 1.828699882157221e+04, 2.194932447937042e+02, 1.197714764736545e+00, -1.208312841029233e+00, 1.437129085091753e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.377808596747988e-07
36, 3.224766496904481e-02, 2.232959625522278e-02, 2.932477242353110e-01, 9.874581892600149e+01, 3.209891561062978e+01, 6.469823052855438e+04, 6.849233988167007e-05, 1.852641186641083e+04, 2.200832595834018e+02, 1.190567645933833e+00, -1.188939375227704e+00, 1.440351576453740e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.510205148227317e-07
37, 3.342592653426266e-02, 2.271261130886187e-02, 2.967932688878617e-01, 9.905329317134610e+01, 3.219906557326439e+01, 6.538659634656324e+04, 6.933175300741055e-05, 1.884427415433133e+04, 2.211850207666866e+02, 1.177065931377618e+00, -1.163217743523072e+00, 1.446359086063299e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.642287649367749e-07
38, 3.461119799804825e-02, 2.309790505575142e-02, 3.005971211129879e-01, 9.923168191653244e+01, 3.225707279182214e+01, 6.611076862993944e+04, 7.008578389208538e-05, 1.920042873432935e+04, 2.225135459862124e+02, 1.160783179761011e+00, -1.134397473598763e+00, 1.453585823666284e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.776933791198174e-07
39, 3.580353058593040e-02, 2.348549414766827e-02, 3.038270216791228e-01, 9.970562479351102e+01, 3.241113070629731e+01, 6.676254084900857e+04, 7.041630709319584e-05, 1.946952230857309e+04, 2.232334365335952e+02, 1.152066189003784e+00, -1.112622239247868e+00, 1.457493954164123e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.874003182492307e-07
40, 3.700297599877540e-02, 2.387539539090627e-02, 3.040617600582500e-01, 1.006189995591599e+02, 3.245984990533929e+01, 6.689394426884437e+04, 7.019821276688615e-05, 1.940523920497695e+04, 2.223246108441490e+02, 1.163253133125911e+00, -1.117824071545584e+00, 1.452559224619249e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.875555455401520e-07
41, 3.821123305874668e-02, 2.426223334198259e-02, 2.963133356638604e-01, 1.001048733781388e+02, 3.032035333981345e+01, 6.534205604840682e+04, 6.844107826076230e-05, 1.875253816081346e+04, 2.204647731113499e+02, 1.185892052727777e+00, -1.170641082273831e+00, 1.442433304443756e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.562567904198824e-07
42, 3.943842291720076e-02, 2.461305292645568e-02, 2.905006432307070e-01, 9.932245441293864e+01, 2.839398119880267e+01, 6.413591766812874e+04, 6.743060174509024e-05, 1.830762387229512e+04, 2.195407928475121e+02, 1.197160622335473e+00, -1.206643847950329e+00, 1.437388917531186e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.375455912945570e-07
43, 4.067296364783214e-02, 2.496597392164774e-02, 2.925412317102549e-01, 9.983817017786900e+01, 2.854069563812653e+01, 6.456913750917539e+04, 6.828855505187353e-05, 1.845622809817843e+04, 2.197790079114405e+02, 1.194332613219631e+00, -1.194618693305754e+00, 1.438690308293639e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.483251843648232e-07
44, 4.191490949948515e-02, 2.532101183580053e-02, 2.951110557724287e-01, 1.002016954212144e+02, 2.864489040233955e+01, 6.508329428401470e+04, 6.892713928772908e-05, 1.867276018856139e+04, 2.204212115407517e+02, 1.186511850294552e+00, -1.177096769841660e+00, 1.442195689707105e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.582167972084961e-07
45, 4.316431523026282e-02, 2.567818232273878e-02, 2.978836662897229e-01, 1.004061435384175e+02, 2.870334674931866e+01, 6.561746779299532e+04, 6.957150732803648e-05, 1.892515177745015e+04, 2.213212049860563e+02, 1.175469263780869e+00, -1.156673071462042e+00, 1.447100748391665e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.686864515229417e-07
46, 4.442123611350989e-02, 2.603750118358055e-02, 3.007947096450294e-01, 1.005382971119053e+02, 2.874115241399675e+01, 6.617102804597293e+04, 7.013083371756079e-05, 1.919833453309795e+04, 2.223431257050750e+02, 1.162943733216817e+00, -1.134566937781324e+00, 1.452659843831865e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.789528770398209e-07
47, 4.568572794388015e-02, 2.639898436847172e-02, 3.031997321844452e-01, 1.009373462510633e+02, 2.885519696609447e+01, 6.666054907037054e+04, 7.035966896963181e-05, 1.939444390588288e+04, 2.228326697658033e+02, 1.157025218395060e+00, -1.118697634462580e+00, 1.455318955806634e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.860991331328462e-07
48, 4.695784704349034e-02, 2.676264797834520e-02, 3.029112389739365e-01, 1.015950738534159e+02, 2.875348399487850e+01, 6.666712809031729e+04, 7.008808352159815e-05, 1.930606666379613e+04, 2.220285176590179e+02, 1.166906710443606e+00, -1.125849180771827e+00, 1.450949607827621e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.842088322576676e-07
49, 4.823947547060307e-02, 2.712175575705418e-02, 2.966813968151473e-01, 1.011076278469970e+02, 2.704079465651185e+01, 6.541800631858910e+04, 6.869330530214019e-05, 1.878287907332466e+04, 2.205475271601759e+02, 1.184936995396136e+00, -1.168185875076082e+00, 1.442884645894851e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.591960252264700e-07
50, 4.953712134279611e-02, 2.745245905527847e-02, 2.924070329548576e-01, 1.005072607091879e+02, 2.561446655214977e+01, 6.453208028961801e+04, 6.798466216628122e-05, 1.845472568228773e+04, 2.198619752334476e+02, 1.193301592092997e+00, -1.194740269817584e+00, 1.439143423189037e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.453150120513444e-07
51, 5.084262786705424e-02, 2.778516563006675e-02, 2.941176184183054e-01, 1.009217874350284e+02, 2.571956680239946e+01, 6.489301912502487e+04, 6.867507422907680e-05, 1.858144869077782e+04, 2.200842049365382e+02, 1.190651207741436e+00, -1.184485758109985e+00, 1.440356736701003e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.544369571680462e-07
52, 5.215605399756908e-02, 2.811989050581513e-02, 2.962258500261918e-01, 1.012335884756075e+02, 2.579924207051786e+01, 6.531624953500849e+04, 6.919678241828506e-05, 1.875790566457528e+04, 2.205930057628889e+02, 1.184461991460182e+00, -1.170206740232697e+00, 1.443132655441995e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.628049668938386e-07
53, 5.347745925249825e-02, 2.845664885064574e-02, 2.984522993076545e-01, 1.014284062224600e+02, 2.584890019954735e+01, 6.574831005694187e+04, 6.972597974409340e-05, 1.895752283326013e+04, 2.212773715193710e+02, 1.176065473865936e+00, -1.154053583693041e+00, 1.446862051952957e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.715599237699076e-07
54, 5.480690372072053e-02, 2.879545597812816e-02, 3.008373410551097e-01, 1.015139424707851e+02, 2.587070256192179e+01, 6.619883964296803e+04, 7.023732115791332e-05, 1.918365049367515e+04, 2.221415803665479e+02, 1.165451911153027e+00, -1.135755180200519e+00, 1.451564347448563e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.805416729083078e-07
55, 5.614444806868771e-02, 2.913632734902573e-02, 3.030625863685587e-01, 1.017198497387302e+02, 2.592325896460788e+01, 6.663440951986673e+04, 7.048959460713463e-05, 1.938203599868443e+04, 2.227908836029689e+02, 1.157550890852400e+00, -1.119701690719998e+00, 1.455092080440503e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.872188049073992e-07
56, 5.749015354737661e-02, 2.947927857306716e-02, 3.040580669792106e-01, 1.023892458869556e+02, 2.609344806935083e+01, 6.688846359453331e+04, 7.049555335539798e-05, 1.941177122861642e+04, 2.224021490862974e+02, 1.162367152988318e+00, -1.117295495766935e+00, 1.452980582723664e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.905591589064218e-07
57, 5.884408199934156e-02, 2.982432541074393e-02, 2.994593184259541e-01, 1.021664621008576e+02, 2.489746578808219e+01, 6.598354731505111e+04, 6.939978535495581e-05, 1.900819555811985e+04, 2.211227388274023e+02, 1.177964917157493e+00, -1.149953112464325e+00, 1.446019831219843e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.709575664177840e-07
58, 6.021321574438925e-02, 3.014287473026025e-02, 2.945538588785467e-01, 1.014816986604066e+02, 2.342406199486080e+01, 6.497346918353931e+04, 6.846727716059545e-05, 1.862420027805161e+04, 2.202638681817320e+02, 1.188431264232284e+00, -1.181026270701652e+00, 1.441337261529191e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.531784409761468e-07
59, 6.159190294075028e-02, 3.045856982275591e-02, 2.950188728551191e-01, 1.016823513236466e+02, 2.328334553588100e+01, 6.507694793500999e+04, 6.886108307484419e-05, 1.865402076886122e+04, 2.202688081304937e+02, 1.188413390102426e+00, -1.178613176380604e+00, 1.441364216757460e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.576898980638827e-07
60, 6.297905212772494e-02, 3.077620256210615e-02, 2.967045024116162e-01, 1.019656800923640e+02, 2.334830928071797e+01, 6.541903284833180e+04, 6.931984232125058e-05, 1.879182788900549e+04, 2.206354205357198e+02, 1.183969740597088e+00, -1.167461730847960e+00, 1.443363936974310e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.649366766835626e-07
61, 6.437472796785199e-02, 3.109578775489377e-02, 2.985319198218901e-01, 1.021826611554571e+02, 2.339802977174588e+01, 6.577993595786090e+04, 6.976189985995249e-05, 1.895010564591413e+04, 2.211318029827198e+02, 1.177902114556186e+00, -1.154653787518560e+00, 1.446069206995264e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.723750162443007e-07
