Cd Cl GridCells con_dim farfield_dim
0.03741315596 0.2441607416 2699 5 100
0.03087043115 0.7306530942 2987 10 100
0.02776806941 0.6871885747 3223 15 100
0.03649477161 0.6234592461 3325 20 100
0.04121999489 0.5712460517 3467 25 100
0.04767722808 0.5376059042 3591 30 100
0.05180663277 0.5265574221 3671 35 100
0.05183000255 0.5372083868 3823 40 100
0.05162561975 0.5218390370 3921 45 100
0.05327131426 0.5222348035 4021 50 100
0.05696320160 0.5237244896 5149 100 100
0.05914446299 0.5159772019 7319 200 100
0.06052562592 0.5190220758 13853 500 100
0.06090646013 0.5145572633 19295 750 100
0.06045458637 0.5166668504 24709 1000 100
0.06083163902 0.5203659663 25325 1500 100
------------------------------------------------
0.04572183471 0.2820785666 0.97 3691 5 50
0.02584237799 0.7184130393 0.97 5869 10 50
0.02737071039 0.7198512174 0.97 7563 15 50
0.03649018534 0.6088298212 0.97 8799 20 50
0.04128524265 0.5423584667 0.97 9877 25 50
0.04381399271 0.5084815780 0.97 10641 30 50
0.04632124165 0.5217909363 0.97 11371 35 50
0.04807502595 0.5398247286 0.97 12055 40 50
0.04820037498 0.5268452891 0.97 12551 45 50
0.04989802919 0.5346521731 0.97 13127 50 50
0.05169569616 0.5310693626 0.97 18021 100 50
0.05189868753 0.5384701615 0.97 22557 150 50
0.05138441851 0.5297649516 0.97 26805 200 50
0.05145488586 0.5320333473 0.97 31105 250 50
0.05139233975 0.5329142937 0.97 35497 300 50
0.05138432533 0.5342302805 0.97 39619 350 50
0.05210741207 0.5381321404 0.97 44013 400 50
