"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -2.334806262,     0.06727110438,      0.1387569249,       3.118585799,      -5.802347104,     0.09188239428,      0.3536514689,                 0,                 0,                 0,      0.1147904415,     0.07755338714,      0.3570675118,                 0,       3.848957917
          0,           0,           1,      -2.320684866,       0.227191467,      0.1429559452,       3.133048629,      -5.986731013,     0.04817833036,      0.5252232011,                 0,                 0,                 0,      0.1432981757,     0.02696943636,      0.5267382766,                 0,       10.90164805
          0,           0,           2,      -2.366021914,      0.1428961669,     0.01057113814,       3.087312842,      -6.084814603,     0.03025329507,      0.6245150165,                 0,                 0,                 0,      0.1380084578,    0.005056893182,      0.6252269152,                 0,       20.64287593
          0,           0,           3,      -2.452634863,     0.07396309521,     -0.1135720085,       2.998417246,       -6.16709359,      0.0254498569,       0.680310306,                 0,                 0,                 0,      0.1291146259,   -0.001991536816,      0.6807832559,                 0,       26.73140006
          0,           0,           4,      -2.560244021,     -0.0164939191,     -0.2184157168,       2.889520329,      -6.248800656,     0.02257010455,      0.7147877416,                 0,                 0,                 0,      0.1239676592,   -0.006258602877,      0.7151166024,                 0,       31.66966906
          0,           0,           5,      -2.657052786,    -0.09810729221,     -0.3240641368,       2.791841263,      -6.348881641,     0.01922949841,      0.7383716377,                 0,                 0,                 0,       0.121270801,    -0.01054707122,      0.7385466866,                 0,        38.3978626
          0,           0,           6,      -2.755915596,     -0.1751553647,     -0.4198952255,       2.694066397,      -6.443366189,      0.0166997437,      0.7584749451,                 0,                 0,                 0,       0.120471236,     -0.0138850578,      0.7585316927,                 0,       45.41835843
          0,           0,           7,      -2.841574565,     -0.2387431424,     -0.5035012896,       2.609348601,      -6.537923251,     0.01520777932,      0.7767625197,                 0,                 0,                 0,      0.1205775058,    -0.01611291213,       0.776744271,                 0,       51.07665646
          0,           0,           8,      -2.916951175,     -0.2949481567,     -0.5779159237,        2.53429993,      -6.623305065,     0.01416937849,      0.7927663014,                 0,                 0,                 0,      0.1207325626,     -0.0177955205,      0.7926931937,                 0,       55.94926426
          0,           0,           9,      -2.984710836,     -0.3412048997,     -0.6494461159,       2.467297498,      -6.697647072,     0.01330477872,      0.8067577554,                 0,                 0,                 0,      0.1209139433,    -0.01922335979,      0.8066384292,                 0,       60.63669093
          0,           0,          10,      -3.042392325,     -0.3794312527,     -0.7104210607,       2.409826333,      -6.763991299,     0.01263274695,       0.819392995,                 0,                 0,                 0,      0.1213470566,    -0.02040412375,       0.819236314,                 0,       64.86261447
          0,           0,          11,      -3.095370473,     -0.4150600512,     -0.7630889594,       2.356596361,      -6.811631356,     0.01213278151,      0.8306153072,                 0,                 0,                 0,      0.1218952863,    -0.02135601149,       0.830429355,                 0,        68.4604191
          0,           0,          12,      -3.148851311,     -0.4497819243,     -0.8152370555,       2.302873932,       -6.82889582,     0.01171335453,      0.8398678999,                 0,                 0,                 0,       0.122246109,    -0.02214803434,      0.8396575233,                 0,       71.70173992
          0,           0,          13,      -3.199721537,     -0.4837230104,     -0.8678915217,       2.251800731,      -6.814231985,     0.01133168348,      0.8470305907,                 0,                 0,                 0,      0.1223439227,    -0.02281809597,      0.8467990099,                 0,       74.74887489
          0,           0,          14,      -3.240537416,     -0.5156134327,     -0.9202814738,       2.210506258,      -6.795618081,     0.01101246762,      0.8527045979,                 0,                 0,                 0,      0.1224036741,       -0.02336575,      0.8524555399,                 0,       77.43083813
          0,           0,          15,      -3.274025654,     -0.5495521958,     -0.9704896237,       2.176788415,      -6.785204993,       0.010780176,       0.857669716,                 0,                 0,                 0,      0.1226086978,    -0.02379797783,      0.8574072604,                 0,       79.55989923
          0,           0,          16,      -3.298608537,     -0.5850156439,      -1.019807319,       2.151803184,      -6.790329016,     0.01063099934,      0.8622812467,                 0,                 0,                 0,      0.1229696716,    -0.02413290647,      0.8620090309,                 0,       81.11008374
          0,           0,          17,      -3.326638242,     -0.6181429567,      -1.067550042,       2.123576084,      -6.804658908,     0.01052636828,      0.8664527092,                 0,                 0,                 0,      0.1233490565,    -0.02440558824,      0.8661728863,                 0,       82.31259695
          0,           0,          18,      -3.363389952,     -0.6487614085,      -1.113392888,       2.087138961,      -6.842520392,     0.01042935363,      0.8699807179,                 0,                 0,                 0,      0.1236243621,    -0.02464472462,      0.8696941178,                 0,       83.41655188
          0,           0,          19,       -3.40464719,     -0.6816781819,      -1.162094508,       2.046901358,      -6.886806129,      0.0103265819,      0.8727771614,                 0,                 0,                 0,      0.1237674833,     -0.0248601268,      0.8724841465,                 0,       84.51752668
          0,           0,          20,      -3.436529851,     -0.7139428049,      -1.216853307,       2.015512039,      -6.934464067,     0.01022718987,      0.8749630203,                 0,                 0,                 0,      0.1238373465,     -0.0250475417,       0.874664223,                 0,        85.5526329
          0,           0,          21,      -3.457196854,     -0.7419083235,      -1.268949072,       1.994562318,      -6.985525295,     0.01014558753,      0.8767814941,                 0,                 0,                 0,      0.1239145415,    -0.02520237346,        0.87647793,                 0,       86.41998221
          0,           0,          22,      -3.481763791,     -0.7662352488,      -1.315083303,       1.969471257,      -7.052903824,     0.01009110708,      0.8784443836,                 0,                 0,                 0,       0.124046939,    -0.02532383437,      0.8781372723,                 0,       87.05133903
          0,           0,          23,      -3.527452614,     -0.7919779698,       -1.35792325,       1.923841281,      -7.133015409,     0.01005858859,      0.8800090678,                 0,                 0,                 0,      0.1242155806,    -0.02541939288,      0.8796993743,                 0,       87.48832501
          0,           0,          24,      -3.585904812,     -0.8202590463,      -1.401307037,       1.866041217,      -7.216184516,     0.01003477284,      0.8813941158,                 0,                 0,                 0,      0.1243645695,    -0.02549901529,      0.8810823369,                 0,       87.83398788
          0,           0,          25,      -3.648843159,     -0.8496024954,      -1.448794352,       1.804411073,      -7.289795857,     0.01000694532,       0.882493208,                 0,                 0,                 0,       0.124447062,     -0.0255711204,      0.8821794143,                 0,       88.18807139
          0,           0,          26,      -3.705471025,     -0.8779265388,      -1.501226831,       1.749189416,      -7.351657287,     0.00997057999,      0.8832668751,                 0,                 0,                 0,      0.1244545382,    -0.02563863975,      0.8829509869,                 0,       88.58731146
          0,           0,          27,      -3.760166098,     -0.9049688259,       -1.55699985,       1.695878062,      -7.410006276,    0.009928968751,      0.8837671981,                 0,                 0,                 0,      0.1244125246,    -0.02570038328,      0.8834492261,                 0,       89.00896158
          0,           0,          28,      -3.810867649,      -0.930947837,      -1.614327158,       1.646308894,       -7.47307571,    0.009889974207,      0.8841047414,                 0,                 0,                 0,      0.1243627653,    -0.02575295122,      0.8837849234,                 0,       89.39403914
          0,           0,          29,      -3.862004238,     -0.9562967862,      -1.670684525,       1.596252682,      -7.545706436,    0.009860642409,      0.8843867922,                 0,                 0,                 0,       0.124338314,    -0.02579362757,      0.8840655627,                 0,       89.68855734
          0,           0,          30,      -3.915336155,      -0.981232629,      -1.723936412,       1.544232912,      -7.622328705,    0.009842833388,      0.8846763023,                 0,                 0,                 0,      0.1243482236,    -0.02582309117,      0.8843541198,                 0,       89.88024763
          0,           0,          31,      -3.969755199,      -1.005786839,      -1.773573747,       1.491513879,      -7.691186703,    0.009833631573,      0.8849786155,                 0,                 0,                 0,      0.1243798799,     -0.0258444706,      0.8846558164,                 0,        89.9950958
          0,           0,          32,      -4.021918715,      -1.029896905,       -1.82044367,       1.441312801,      -7.748958639,    0.009827055922,      0.8852536295,                 0,                 0,                 0,       0.124408624,    -0.02586212567,      0.8849303419,                 0,       90.08330028
          0,           0,          33,      -4.069640157,      -1.053496941,      -1.866048343,       1.395549591,      -7.802808789,    0.009817127749,      0.8854482816,                 0,                 0,                 0,      0.1244113358,    -0.02587989146,      0.8851244357,                 0,       90.19423036
          0,           0,          34,      -4.112873728,      -1.076569661,      -1.911133996,        1.35409892,      -7.856092746,    0.009800473863,       0.885526021,                 0,                 0,                 0,      0.1243762899,    -0.02589966519,      0.8852014406,                 0,       90.35542907
