"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 1.868553667329603e-04, 9.823874347339191e-04, 1.441333134474159e+00, 4.404640020017334e+01, 2.392733646364543e+02, 3.184351502903422e+05, 1.191605767819542e+05, 2.880040343334923e+02, 4.961561467771843e-01, 4.731702699805277e-01
1, 3.782331347215862e-04, 1.988551281385083e-03, 1.427352005895158e+00, 5.127624562013186e+01, 2.636190437620295e+02, 3.167550075671877e+05, 1.165959810643851e+05, 2.845658868872337e+02, 5.563771847716438e-01, 4.051326358233371e-01
2, 5.742367898260577e-04, 3.019035614284838e-03, 1.324192689689844e+00, 9.414170609479595e+01, 2.848816276594855e+02, 2.968768280742794e+05, 1.051544920561755e+05, 2.766349125990396e+02, 6.795422553563714e-01, 1.015947963029839e-01
3, 1.063419981391275e-03, 3.967502858001105e-03, 1.241363976493453e+00, 1.425838236816381e+02, 2.655459291726539e+02, 2.796574333275017e+05, 9.722668792299992e+04, 2.728454391266613e+02, 7.332358207502687e-01, -1.087264771779426e-01
4, 1.611809893567200e-03, 4.921264050772190e-03, 1.238430155357589e+00, 1.548278758739953e+02, 2.671409603877392e+02, 2.795640421581299e+05, 9.642935677509067e+04, 2.712489693870611e+02, 7.551339026928039e-01, -1.298793335801995e-01
5, 2.173401389034162e-03, 5.897985472290312e-03, 1.170176162425353e+00, 1.795059425694734e+02, 2.695761711265724e+02, 2.665707162072022e+05, 8.870043957825558e+04, 2.640613690054875e+02, 8.496149890803762e-01, -3.349242211884207e-01
6, 2.882576229352439e-03, 6.797322261413477e-03, 1.083528741588303e+00, 2.091331310556214e+02, 2.426896608749983e+02, 2.485065358240807e+05, 8.045804293777408e+04, 2.586779282450050e+02, 9.170196546650173e-01, -5.535915001524097e-01
7, 3.703374516848503e-03, 7.647083471171387e-03, 1.075170255003872e+00, 2.231372425263579e+02, 2.266532346180624e+02, 2.466033880854173e+05, 7.982351363293460e+04, 2.586330043871210e+02, 9.175726674804130e-01, -5.704252928663763e-01
8, 4.543845662965814e-03, 8.517211721645700e-03, 1.085715831463141e+00, 2.263079027353230e+02, 2.347048857016979e+02, 2.494360320710502e+05, 8.019255777350161e+04, 2.573050087877105e+02, 9.338580509808165e-01, -5.606347087007157e-01
9, 5.404430233222916e-03, 9.408163124275391e-03, 9.959229389870120e-01, 2.444536502265279e+02, 2.183687082603692e+02, 2.313882120852621e+05, 7.097882030048147e+04, 2.482752264409035e+02, 1.041949661129215e+00, -8.050712470272865e-01
10, 6.427403719541700e-03, 1.015764409932676e-02, 9.346438376806687e-01, 2.538273655951718e+02, 1.853264894523006e+02, 2.177847363700937e+05, 6.597766377529559e+04, 2.459127983103910e+02, 1.069636683251106e+00, -9.377498036092845e-01
11, 7.476038329059680e-03, 1.092355981888888e-02, 9.798944176765092e-01, 2.578406984020424e+02, 1.840881004763942e+02, 2.271333057908167e+05, 7.036738981607741e+04, 2.501626699950652e+02, 1.019678194518040e+00, -8.212922378545926e-01
12, 8.549646473901920e-03, 1.170771604196317e-02, 9.995193790858092e-01, 2.610965896403585e+02, 1.914567181158041e+02, 2.317388793510319e+05, 7.172004966873142e+04, 2.499652906367812e+02, 1.022014072891057e+00, -7.854067469900808e-01
13, 9.652148415350233e-03, 1.250526531184468e-02, 9.261520295187630e-01, 2.690473367537168e+02, 1.751421149411247e+02, 2.167428835577195e+05, 6.444136246102089e+04, 2.423889272023523e+02, 1.110606329154566e+00, -9.785072243831558e-01
14, 1.086810142679754e-02, 1.318571958215246e-02, 8.707550119308944e-01, 2.707382803530184e+02, 1.508671235530440e+02, 2.045921987782316e+05, 5.977324413705201e+04, 2.391339237227149e+02, 1.148169765436207e+00, -1.102350419064040e+00
15, 1.211286156454965e-02, 1.388229448535055e-02, 9.010168444040026e-01, 2.738005558077969e+02, 1.503024059783325e+02, 2.108629091516681e+05, 6.269017281128625e+04, 2.423800675529081e+02, 1.110708903213135e+00, -1.024965541346049e+00
16, 1.338705726135410e-02, 1.459534169600418e-02, 9.301919756157115e-01, 2.781462468989592e+02, 1.559452276406814e+02, 2.173384717891935e+05, 6.507232144495106e+04, 2.436991738946508e+02, 1.095414233337373e+00, -9.617681507651417e-01
17, 1.469132797689439e-02, 1.532521905941514e-02, 8.982830964847756e-01, 2.817190881874461e+02, 1.473045906962262e+02, 2.108748278938555e+05, 6.184827494585555e+04, 2.398527536781203e+02, 1.139893904790773e+00, -1.047300733818486e+00
18, 1.607283572671147e-02, 1.598002399408070e-02, 8.533772441562414e-01, 2.814392402901508e+02, 1.302902485346081e+02, 2.011652417544812e+05, 5.792422662101556e+04, 2.364555604961654e+02, 1.178924066729245e+00, -1.151404067732520e+00
19, 1.750019115978857e-02, 1.662370765409347e-02, 8.600827495622305e-01, 2.833640621311529e+02, 1.262756382375135e+02, 2.025033598142042e+05, 5.862193251003722e+04, 2.374380075272485e+02, 1.167656896964541e+00, -1.132894227097066e+00
20, 1.896103729092841e-02, 1.728249436034535e-02, 8.848974091359140e-01, 2.864056900834080e+02, 1.285879608792368e+02, 2.078113347724179e+05, 6.084780849929998e+04, 2.395423815389707e+02, 1.143468458527984e+00, -1.073842683339408e+00
21, 2.045608869723833e-02, 1.795670636025780e-02, 8.872397350260481e-01, 2.897751227777063e+02, 1.282087406747611e+02, 2.085741964201008e+05, 6.079608834379382e+04, 2.387069145478519e+02, 1.153081196388712e+00, -1.075214797078339e+00
22, 2.199804126817281e-02, 1.861774668310968e-02, 8.552905501703013e-01, 2.898201421099681e+02, 1.175047448329191e+02, 2.018146420929587e+05, 5.785571526683232e+04, 2.356475553881861e+02, 1.188180107811590e+00, -1.153221644834283e+00
23, 2.360478437504562e-02, 1.922450197171442e-02, 8.394263287032633e-01, 2.892743566240289e+02, 1.087628670709889e+02, 1.982926323405723e+05, 5.656127047196223e+04, 2.347290896705613e+02, 1.198691133844092e+00, -1.187562714963469e+00
24, 2.524890271936479e-02, 1.984537129191913e-02, 8.577365551492014e-01, 2.915794859410228e+02, 1.092791096521379e+02, 2.021581700457453e+05, 5.825480628353410e+04, 2.365964306257517e+02, 1.177309396367500e+00, -1.142633929817932e+00
25, 2.693117780562455e-02, 2.048064976369843e-02, 8.744037268404921e-01, 2.946690659634498e+02, 1.113883571086092e+02, 2.058367660557511e+05, 5.963644439779974e+04, 2.375910559291007e+02, 1.165900304463994e+00, -1.105979657991751e+00
