"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
0, 1.868553667329603e-04, 9.823874347339191e-04, 5.010349230142405e-01, 1.555004144409345e+01, 8.175498020287513e+01, 1.036102407311587e+05, 1.123708394253706e-04, 3.867954625462562e+04, 2.689327656464347e+02, 5.052339505376872e-01, 4.418659141285141e-01, 1.695050662081504e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.229115155146254e-06
1, 3.755269930050737e-04, 1.974323808739299e-03, 5.056718475805349e-01, 1.797546798859570e+01, 9.450448195957622e+01, 1.051917003013977e+05, 1.135410434631437e-04, 3.841651410414541e+04, 2.646546471175695e+02, 5.833274304372096e-01, 4.205811742954535e-01, 1.673640584909138e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.819784820179402e-06
2, 5.660322394466481e-04, 2.975900395097411e-03, 4.639709237802216e-01, 3.266506142498741e+01, 9.724987747743781e+01, 9.733194510955516e+04, 1.039813515850996e-04, 3.439605198283284e+04, 2.582546660737697e+02, 6.863378724747711e-01, 9.524265539354775e-02, 1.641307649681026e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.196437631965091e-06
3, 1.019182461080356e-03, 3.890564845101549e-03, 4.294380498015716e-01, 4.747502801823996e+01, 8.875654835112748e+01, 9.045308798361989e+04, 9.702583619544600e-05, 3.146269515479969e+04, 2.552264887619197e+02, 7.318580352465325e-01, -1.421265666130839e-01, 1.625879780504280e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.871341178065133e-06
4, 1.537297831900668e-03, 4.791672475083056e-03, 4.366365195361387e-01, 5.283870358934912e+01, 9.189802816914052e+01, 9.223149848858017e+04, 9.833832966201992e-05, 3.174544579027001e+04, 2.532746470742701e+02, 7.609635134113117e-01, -1.192461936144561e-01, 1.615890826935102e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.138793193874020e-06
5, 2.060446081473137e-03, 5.701533301166736e-03, 4.211906961763817e-01, 6.009375911224725e+01, 9.502444492183572e+01, 8.970091193625431e+04, 9.430440641266338e-05, 2.987790311915206e+04, 2.471164695010043e+02, 8.470530765402591e-01, -2.703690119061161e-01, 1.584141408574586e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.675584378068155e-06
6, 2.659823612041727e-03, 6.566709531774225e-03, 3.796239540506827e-01, 6.886747967239218e+01, 8.384719768875721e+01, 8.139412798649825e+04, 8.597071119800812e-05, 2.635515412292448e+04, 2.418478869328106e+02, 9.167934210998250e-01, -5.554322475029465e-01, 1.556691351556618e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 8.192040384569754e-07
7, 3.403214206699690e-03, 7.336331618786963e-03, 3.702676849420033e-01, 7.328659837311875e+01, 7.587382185424926e+01, 7.936205618081962e+04, 8.480028165017078e-05, 2.573416434772474e+04, 2.421166213064678e+02, 9.133284007439034e-01, -6.056831608608246e-01, 1.558098005068543e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 7.018965127256822e-07
8, 4.153822319606961e-03, 8.113425903454610e-03, 3.856318461712224e-01, 7.652375653324788e+01, 7.922359355830091e+01, 8.269517664549465e+04, 8.744673821013068e-05, 2.678592274006981e+04, 2.419714158132536e+02, 9.159402419482706e-01, -5.205741591382856e-01, 1.557338034213462e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 9.302344135462762e-07
9, 4.911716774988905e-03, 8.898063638553760e-03, 3.725180819219699e-01, 8.111288532366889e+01, 7.911162816576042e+01, 8.045979400849759e+04, 8.359945974842799e-05, 2.529139318668772e+04, 2.365133940814388e+02, 9.865605935094178e-01, -6.415125032094681e-01, 1.528621649331973e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 7.187631756283694e-07
10, 5.719984838761839e-03, 9.640950070552153e-03, 3.374415119591577e-01, 8.386540420288445e+01, 6.875270339211758e+01, 7.338584786303228e+04, 7.674915062576744e-05, 2.238404069108489e+04, 2.310842379321539e+02, 1.054574894212498e+00, -8.767774370167246e-01, 1.499761795187642e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.673172348320586e-07
11, 6.618106160005887e-03, 1.029693188897689e-02, 3.288173630969800e-01, 8.459450981891248e+01, 6.178909250772787e+01, 7.142310645784582e+04, 7.606487659839161e-05, 2.189433774169662e+04, 2.319569642541118e+02, 1.043464352655044e+00, -9.164045314771649e-01, 1.504421117513853e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.170519966825176e-07
12, 7.524941196819433e-03, 1.095927814709291e-02, 3.471367433702662e-01, 8.641616486876515e+01, 6.311698566674957e+01, 7.509519011795121e+04, 7.995356137906734e-05, 2.344038355337970e+04, 2.352309563198782e+02, 1.002616072856322e+00, -7.912974568796669e-01, 1.521831403275513e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.625710476591042e-07
13, 8.440572921331324e-03, 1.162804944718931e-02, 3.541331505675813e-01, 8.953956537908147e+01, 6.539815721027320e+01, 7.676825597277212e+04, 8.003947019465987e-05, 2.376400848111407e+04, 2.337671385431208e+02, 1.021513027431212e+00, -7.651095084568462e-01, 1.514060584126332e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.102554661268163e-07
14, 9.365085064853250e-03, 1.230330694605730e-02, 3.319320511509324e-01, 9.144739290897358e+01, 6.069400829151446e+01, 7.248135659748652e+04, 7.476698935030013e-05, 2.173419667898906e+04, 2.280997180564210e+02, 1.092114114981504e+00, -9.293632547742879e-01, 1.483768936763353e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.202727897808658e-07
15, 1.035432735573587e-02, 1.289820866903649e-02, 3.062466570676440e-01, 9.079880808454196e+01, 5.268142508517237e+01, 6.722171348725562e+04, 7.008959863054134e-05, 1.969203142708828e+04, 2.240007687467857e+02, 1.142460082732511e+00, -1.094616650617607e+00, 1.461653595905829e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.882626081713454e-07
16, 1.137285680992373e-02, 1.346818358583978e-02, 3.070176721549575e-01, 9.106689616229184e+01, 5.096236659101099e+01, 6.730365325562094e+04, 7.139705313277384e-05, 1.982718408442511e+04, 2.249717619137024e+02, 1.130432259118023e+00, -1.083680006013861e+00, 1.466908365318614e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.024693410961787e-07
17, 1.240125921054339e-02, 1.404368346001954e-02, 3.184939190242180e-01, 9.202531906885197e+01, 5.149757665599024e+01, 6.955735396980665e+04, 7.382925993385492e-05, 2.083966241874141e+04, 2.279396515609474e+02, 1.093969834045805e+00, -1.001749573201029e+00, 1.482908606310712e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.590526439715528e-07
18, 1.343962839122673e-02, 1.462476080141366e-02, 3.272042316222691e-01, 9.410259158160981e+01, 5.265947425989526e+01, 7.141857483875523e+04, 7.488599161347352e-05, 2.145974803661529e+04, 2.284736144080419e+02, 1.087608683944594e+00, -9.515718248665667e-01, 1.485777532477145e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.032714577981467e-07
19, 1.448805904067920e-02, 1.521146859836409e-02, 3.198618496152936e-01, 9.565301364472163e+01, 5.066290070529863e+01, 7.008231132152249e+04, 7.271503640379304e-05, 2.070711900270231e+04, 2.255213073254371e+02, 1.124058301600964e+00, -1.012475076231084e+00, 1.469877974284775e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.546510008955471e-07
20, 1.557175360594822e-02, 1.575405478838361e-02, 3.023979286301783e-01, 9.507625034652750e+01, 4.520516737614339e+01, 6.653880059099125e+04, 6.917355399384603e-05, 1.928544321658012e+04, 2.221678220280878e+02, 1.165092592783399e+00, -1.127518044093867e+00, 1.451707008024248e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.733992879049956e-07
21, 1.668828944448861e-02, 1.625757049192337e-02, 2.974763962754947e-01, 9.487933690380854e+01, 4.278766719105419e+01, 6.550640951647353e+04, 6.888288593191062e-05, 1.891938223615890e+04, 2.215566476014862e+02, 1.172541106844650e+00, -1.157139946652455e+00, 1.448382507305379e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.608447333644771e-07
22, 1.781563789851735e-02, 1.676596227870810e-02, 3.037265194770136e-01, 9.544659102417987e+01, 4.304237575915337e+01, 6.672892709360298e+04, 7.073279406554789e-05, 1.947277554224874e+04, 2.233446170478688e+02, 1.150639870845153e+00, -1.112358985374621e+00, 1.458097039743340e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.902894290436905e-07
23, 1.895390152920540e-02, 1.727927639997164e-02, 3.107031959662614e-01, 9.609297293770150e+01, 4.333441372102529e+01, 6.810119889894281e+04, 7.177447569139099e-05, 2.008784578894965e+04, 2.252257233914329e+02, 1.127683681541304e+00, -1.062587084273616e+00, 1.468281104855168e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.161864306301015e-07
24, 2.010318382831560e-02, 1.779755952660978e-02, 3.147286376108386e-01, 9.773781478354306e+01, 4.407522782793630e+01, 6.902896516056611e+04, 7.206351644291025e-05, 2.030668605003670e+04, 2.247673048253991e+02, 1.133466254954109e+00, -1.044878382072258e+00, 1.465802719886182e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.323443238173505e-07
25, 2.126358922581167e-02, 1.832085875261168e-02, 3.052505980438316e-01, 9.801780450436883e+01, 4.136798465643916e+01, 6.718196173662345e+04, 6.975031078483123e-05, 1.945671394692441e+04, 2.220461849212493e+02, 1.166737534298803e+00, -1.113658700550725e+00, 1.451045676460075e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.862836415565783e-07
26, 2.245898064497346e-02, 1.879181147505039e-02, 2.935106503533129e-01, 9.704184450030164e+01, 3.743382714266726e+01, 6.476726957315005e+04, 6.755303714568816e-05, 1.853517464987101e+04, 2.199901131863334e+02, 1.191811157236929e+00, -1.188230284852923e+00, 1.439843086151572e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.436137948581096e-07
27, 2.367299629035965e-02, 1.925026087504228e-02, 2.941315329010603e-01, 9.740809827951578e+01, 3.678418538318041e+01, 6.489402457533446e+04, 6.834404295168936e-05, 1.858579641196293e+04, 2.201252866780562e+02, 1.190193471818234e+00, -1.184133937565907e+00, 1.440580973738961e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.514590448952545e-07
28, 2.489875432734958e-02, 1.971314456087363e-02, 2.990887656183221e-01, 9.789071793259400e+01, 3.696635045111128e+01, 6.586412396515784e+04, 6.963209648147404e-05, 1.902400799889258e+04, 2.215808708198018e+02, 1.172395673303958e+00, -1.148673559043350e+00, 1.448514345920856e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.715150475380174e-07
29, 2.613636585698114e-02, 2.018050448769085e-02, 3.042638136074313e-01, 9.830454701652931e+01, 3.712293082402581e+01, 6.687059083501615e+04, 7.047281902016270e-05, 1.949012974145782e+04, 2.231489106459345e+02, 1.153254851433225e+00, -1.110954671816366e+00, 1.457035365915406e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.892566274945694e-07
