"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -2.248265846,      0.1514432678,      0.2275616836,       3.205126215,      -5.855467928,     0.08782798923,      0.3756769145,                 0,                 0,                 0,      0.1158394813,     0.07261451513,      0.3789116414,                 0,       4.277416776
          0,           0,           1,      -2.355396689,      0.1828045384,      0.2236981939,       3.096159848,      -5.932454679,     0.03931749378,      0.5567763154,                 0,                 0,                 0,      0.1361610573,     0.01684401467,      0.5579086035,                 0,       14.16103271
          0,           0,           2,      -2.386439563,      0.1006849848,      0.1271773001,        3.06500217,      -6.071842593,     0.02448568231,      0.6599914413,                 0,                 0,                 0,      0.1267048453,    -0.00213595198,      0.6604420405,                 0,       26.95417807
          0,           0,           3,      -2.458270854,     0.07252944085,  -0.0007817815821,       2.994271927,      -6.129864746,     0.02047609605,       0.710024258,                 0,                 0,                 0,       0.118193275,   -0.008158911882,      0.7102725882,                 0,        34.6757632
          0,           0,           4,      -2.593465936,    -0.02713582375,     -0.1240897298,       2.856304817,      -6.221977504,     0.01760576478,      0.7402941476,                 0,                 0,                 0,        0.11571873,     -0.0122469744,      0.7404021877,                 0,       42.04839477
          0,           0,           5,      -2.708934162,     -0.1288215261,     -0.2463938082,       2.741248458,      -6.338367804,      0.0152862172,      0.7628166559,                 0,                 0,                 0,      0.1153760216,    -0.01547243343,      0.7628129016,                 0,       49.90225155
          0,           0,           6,      -2.791007415,     -0.2071443106,     -0.3640736539,       2.660218198,      -6.446837254,      0.0138133708,      0.7820596226,                 0,                 0,                 0,      0.1159040875,    -0.01771969352,      0.7819808662,                 0,       56.61613187
          0,           0,           7,      -2.858548755,     -0.2625621378,     -0.4594747386,       2.594117513,      -6.537738737,     0.01293061615,      0.7991097743,                 0,                 0,                 0,      0.1169797791,    -0.01928895737,       0.798981582,                 0,       61.79982182
          0,           0,           8,       -2.92362017,     -0.3049717396,     -0.5323596682,       2.530118658,      -6.611900026,     0.01231226048,      0.8137136879,                 0,                 0,                 0,      0.1180516402,    -0.02049543859,      0.8135487046,                 0,       66.08970701
          0,           0,           9,      -2.985471655,     -0.3414798717,     -0.6001377122,       2.468097229,      -6.666060441,     0.01176549259,      0.8252688637,                 0,                 0,                 0,      0.1186766382,    -0.02150750721,      0.8250724521,                 0,       70.14316295
          0,           0,          10,      -3.039502594,     -0.3763132916,     -0.6639010741,       2.413738238,      -6.682506953,     0.01126618985,      0.8339365812,                 0,                 0,                 0,      0.1189461438,    -0.02235576682,      0.8337130011,                 0,       74.02117241
          0,           0,          11,      -3.085123602,     -0.4117170979,     -0.7228749898,       2.368110747,      -6.662633229,     0.01086563823,      0.8406849927,                 0,                 0,                 0,      0.1192166296,    -0.02302799566,       0.840439784,                 0,       77.37097216
          0,           0,          12,      -3.116515158,     -0.4487959323,     -0.7790893115,        2.33669921,      -6.622206668,     0.01058285292,      0.8464409788,                 0,                 0,                 0,      0.1196512791,    -0.02354255301,      0.8461796946,                 0,       79.98230584
          0,           0,          13,      -3.128949887,       -0.48362055,     -0.8310323089,       2.323063055,      -6.578887169,     0.01039559243,      0.8516481327,                 0,                 0,                 0,      0.1201998359,    -0.02393954183,      0.8513750693,                 0,       81.92396331
          0,           0,          14,       -3.16956529,     -0.5209408371,     -0.8773044456,       2.281933333,      -6.575557105,      0.0102690274,       0.856423253,                 0,                 0,                 0,      0.1207575886,    -0.02425847088,      0.8561412079,                 0,       83.39867246
          0,           0,          15,      -3.227244869,     -0.5561494996,     -0.9283882741,        2.22654057,      -6.622926648,     0.01018838527,      0.8608015588,                 0,                 0,                 0,      0.1213057937,    -0.02451552028,      0.8605127054,                 0,       84.48851665
          0,           0,          16,      -3.210859093,     -0.5840473224,     -0.9872584118,        2.24098656,      -6.648678346,     0.01014593005,      0.8647541988,                 0,                 0,                 0,      0.1218477657,    -0.02471725684,      0.8644604222,                 0,       85.23163418
          0,           0,          17,      -3.193219563,     -0.6017665704,      -1.045406071,       2.256245825,      -6.678568059,     0.01012395251,      0.8683781169,                 0,                 0,                 0,      0.1223825522,    -0.02488528283,      0.8680805095,                 0,        85.7746138
          0,           0,          18,      -3.222299954,     -0.6505726151,      -1.091993577,        2.22696864,      -6.695292545,     0.01013001672,      0.8718136262,                 0,                 0,                 0,      0.1229557185,    -0.02501769582,      0.8715134715,                 0,       86.06240739
          0,           0,          19,       -3.25906966,     -0.6953178349,      -1.130777076,       2.189951131,      -6.693317486,     0.01016336779,      0.8751090003,                 0,                 0,                 0,      0.1235666762,    -0.02511719581,       0.874807512,                 0,       86.10423417
          0,           0,          20,      -3.294518454,     -0.7208145131,      -1.167992014,        2.15482005,      -6.685592764,     0.01019779138,      0.8781472627,                 0,                 0,                 0,      0.1241199458,    -0.02520526095,      0.8778446929,                 0,       86.11151471
          0,           0,          21,      -3.323011063,     -0.7350932522,      -1.208943133,       2.127027226,      -6.722744335,     0.01021552878,      0.8807615593,                 0,                 0,                 0,      0.1245418994,    -0.02529291029,      0.8804575799,                 0,       86.21791184
          0,           0,          22,      -3.356657314,     -0.7624905984,      -1.257682421,       2.094647087,      -6.751659267,     0.01020150376,      0.8827368388,                 0,                 0,                 0,      0.1247691527,    -0.02538653989,       0.882430689,                 0,       86.53007043
