"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 1.868553667329603e-04, 9.823874347339191e-04, 1.440993408281371e+00, 4.415395506067825e+01, 2.387481701029809e+02, 3.183389056815897e+05, 1.191536705115444e+05, 2.880552377017796e+02, 4.952153941938244e-01, 4.729870495624650e-01
1, 3.829748717147122e-04, 2.013480845476851e-03, 1.427317020074613e+00, 5.132781214449198e+01, 2.648272312411954e+02, 3.168120234457158e+05, 1.165283350585708e+05, 2.844077601562681e+02, 5.590237105591978e-01, 4.033380160459369e-01
2, 5.888009242964814e-04, 3.095606188369375e-03, 1.315693455415247e+00, 9.901543281785047e+01, 2.841655199520067e+02, 2.951543794739980e+05, 1.042965242902923e+05, 2.761502664404478e+02, 6.865588396561585e-01, 7.883327620298181e-02
3, 1.142977001023326e-03, 4.105868637992396e-03, 1.237340276987922e+00, 1.467955054336009e+02, 2.629926799506535e+02, 2.788037512405531e+05, 9.685874817008503e+04, 2.726968034133679e+02, 7.352910975462074e-01, -1.184877624086761e-01
4, 1.747574329309615e-03, 5.157385918251107e-03, 1.235812961184994e+00, 1.557035021450309e+02, 2.708220254277163e+02, 2.792801083208828e+05, 9.591869059584523e+04, 2.703839081149966e+02, 7.668431299503993e-01, -1.434270902273503e-01
5, 2.381922782949155e-03, 6.260646434796951e-03, 1.129620704336254e+00, 1.925369149009212e+02, 2.628708479317468e+02, 2.583971780842773e+05, 8.456113746619737e+04, 2.607765393713057e+02, 8.910217870276310e-01, -4.447381465712674e-01
6, 3.299218247374724e-03, 7.228666028407254e-03, 1.061887685355440e+00, 2.181405798181624e+02, 2.277087761168115e+02, 2.436589382538611e+05, 7.873530475930973e+04, 2.582981370049636e+02, 9.216904022355835e-01, -5.992950116774475e-01
7, 4.272227943437316e-03, 8.236009621867529e-03, 1.082165203029886e+00, 2.237872983030366e+02, 2.308314225052478e+02, 2.483241144656785e+05, 8.022648109234730e+04, 2.582584402160540e+02, 9.221780324360664e-01, -5.597347374728108e-01
8, 5.292797628383674e-03, 9.292591419531700e-03, 1.011591135026250e+00, 2.423085947499432e+02, 2.170859550203078e+02, 2.343209792822786e+05, 7.280298750718457e+04, 2.507116595696804e+02, 1.013172309138330e+00, -7.566768665013566e-01
9, 6.517546280448549e-03, 1.022348362414645e-02, 9.552073458842840e-01, 2.531342211284593e+02, 1.880336225169029e+02, 2.220177435514575e+05, 6.798783183776020e+04, 2.479498690012407e+02, 1.045774604431656e+00, -8.844208994504363e-01
10, 7.822151211042907e-03, 1.117635835772002e-02, 9.786153621545556e-01, 2.591375032550570e+02, 1.881731515362468e+02, 2.271949081938677e+05, 6.991745427295819e+04, 2.488879802560194e+02, 1.034734890019631e+00, -8.332288365423886e-01
11, 9.190029294116555e-03, 1.217544737954067e-02, 9.499837662443196e-01, 2.678232505726505e+02, 1.792500695804682e+02, 2.216323450477492e+05, 6.678732627238431e+04, 2.449109589980641e+02, 1.081321334595194e+00, -9.162698017554504e-01
12, 1.070607147058675e-02, 1.309504669053292e-02, 9.045738172493575e-01, 2.717942484322887e+02, 1.585725057134206e+02, 2.118039918243489e+05, 6.282899909736521e+04, 2.419616143947748e+02, 1.115551337665299e+00, -1.021282538992526e+00
13, 1.233045438020423e-02, 1.400406067138451e-02, 9.108959823821079e-01, 2.762802990614078e+02, 1.535787325376321e+02, 2.132076153645968e+05, 6.334481550922302e+04, 2.422549358200391e+02, 1.112157373383167e+00, -1.007598148863574e+00
14, 1.403290955275236e-02, 1.495676433777791e-02, 9.093670002905971e-01, 2.821049811091315e+02, 1.504095965602625e+02, 2.132619832318210e+05, 6.282624127328114e+04, 2.406756940699782e+02, 1.130406410049661e+00, -1.021355702893104e+00
15, 1.585408422537537e-02, 1.588137528770365e-02, 8.780080573863976e-01, 2.840198649057366e+02, 1.363271929491640e+02, 2.065543102554677e+05, 6.001318734367030e+04, 2.381104945124786e+02, 1.159935567313670e+00, -1.095984827794211e+00
16, 1.780665938070590e-02, 1.676191330458964e-02, 8.738437506565667e-01, 2.857514445033543e+02, 1.284013677014182e+02, 2.055464702392555e+05, 5.975672367437748e+04, 2.382228075564264e+02, 1.158645278084162e+00, -1.102788699915816e+00
17, 1.985209846923338e-02, 1.768432946550213e-02, 8.850022460546657e-01, 2.906444886299923e+02, 1.284406051594067e+02, 2.082209009181122e+05, 6.047006622735239e+04, 2.380271061576099e+02, 1.160893419097881e+00, -1.083864025232951e+00
18, 2.200663130726884e-02, 1.862099054432716e-02, 8.643464370871081e-01, 2.920826004247224e+02, 1.187661606348022e+02, 2.038742026151397e+05, 5.854556091157779e+04, 2.359589584096505e+02, 1.184613867093021e+00, -1.134920333138024e+00
19, 2.430893652126240e-02, 1.949041133636136e-02, 8.556237365088089e-01, 2.918882172608856e+02, 1.100661322170880e+02, 2.017987548244320e+05, 5.797275457233417e+04, 2.360323103939215e+02, 1.183773648735277e+00, -1.150116641813653e+00
20, 2.671940820900428e-02, 2.040067909373544e-02, 8.725517825121675e-01, 2.964627149978357e+02, 1.116484914200843e+02, 2.056526522785852e+05, 5.925829384783707e+04, 2.365855842495392e+02, 1.177433677431005e+00, -1.116011831327472e+00
21, 2.924286183913095e-02, 2.135283110735337e-02, 8.584696885190863e-01, 2.976207057946107e+02, 1.045893340973443e+02, 2.027287866844144e+05, 5.790676752298838e+04, 2.349820575805838e+02, 1.195797125444450e+00, -1.151867250181181e+00
22, 3.192727319733685e-02, 2.222544716367234e-02, 8.473928466871101e-01, 2.965925913817190e+02, 9.640787950379003e+01, 2.001629101648451e+05, 5.710966122609558e+04, 2.347767766361484e+02, 1.198145600974380e+00, -1.173014141381557e+00
23, 3.473602377622079e-02, 2.313848191366960e-02, 8.625190650507144e-01, 3.003604742746317e+02, 9.739012152106451e+01, 2.035597028595739e+05, 5.830526166832677e+04, 2.354883304140710e+02, 1.190003005607859e+00, -1.141295369908365e+00
24, 3.767419402706165e-02, 2.409358684915014e-02, 8.572741463833861e-01, 3.015773769436275e+02, 9.287476214304749e+01, 2.025022180423636e+05, 5.777036378464419e+04, 2.347554703559352e+02, 1.198389322594855e+00, -1.155485983373144e+00
