"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
0, 1.868553667329603e-04, 9.823874347339191e-04, 5.015137011158780e-01, 1.555824813422119e+01, 8.179774636390199e+01, 1.037089936210002e+05, 1.122240493343770e-04, 3.871879545802841e+04, 2.689486576461539e+02, 5.050008185715733e-01, 4.450419862609819e-01, 1.695129895514081e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.221620000820702e-06
1, 3.782854478454781e-04, 1.988826316330462e-03, 5.053403205378351e-01, 1.797987011858809e+01, 9.452727356369127e+01, 1.051284489619477e+05, 1.125760009678181e-04, 3.838704456120043e+04, 2.646251216384773e+02, 5.838835403675077e-01, 4.181964789133950e-01, 1.673492262514426e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.626569010212155e-06
2, 5.743961624234123e-04, 3.019873511744352e-03, 4.620559308959269e-01, 3.366344871159783e+01, 9.717592108357022e+01, 9.697884691952157e+04, 1.028534092745639e-04, 3.421357029672287e+04, 2.579492044083135e+02, 6.912866734760019e-01, 8.047611371391682e-02, 1.639755197801231e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.026646129556630e-06
3, 1.064283448389166e-03, 3.969004602098766e-03, 4.293080505344563e-01, 4.851762676370313e+01, 8.892065888994163e+01, 9.047886361122435e+04, 9.664227572077172e-05, 3.141136782078602e+04, 2.548872789715643e+02, 7.372241908275936e-01, -1.462800092580649e-01, 1.624146335576900e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.846389452971775e-06
4, 1.613271312636877e-03, 4.923805754702342e-03, 4.369605706279147e-01, 5.372368071245275e+01, 9.343787875871917e+01, 9.242120114558411e+04, 9.757104308158144e-05, 3.165135491551972e+04, 2.523366895511769e+02, 7.745746665084121e-01, -1.268600909500811e-01, 1.611078047131193e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.098952776628116e-06
5, 2.175627490357873e-03, 5.901857113629058e-03, 4.111636786641394e-01, 6.259145571056452e+01, 9.229035731684677e+01, 8.769612948763728e+04, 9.154198481260174e-05, 2.902966829256243e+04, 2.459561439692192e+02, 8.626486915221562e-01, -3.390087487912854e-01, 1.578118917562785e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.374635863860600e-06
6, 2.886987338676132e-03, 6.801889022397726e-03, 3.766438039916825e-01, 7.049004349122619e+01, 8.050096351147810e+01, 8.070865265959015e+04, 8.504088073931286e-05, 2.620384353856057e+04, 2.423619931954754e+02, 9.102833825224209e-01, -5.676764025094517e-01, 1.559381755522798e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 7.572016356792200e-07
7, 3.709347088421077e-03, 7.653266792606375e-03, 3.783320829785608e-01, 7.457351184076279e+01, 7.720352510998208e+01, 8.106677628793566e+04, 8.562499638451154e-05, 2.633598045233424e+04, 2.424971646013338e+02, 9.088263597095105e-01, -5.569837939181392e-01, 1.560088702219049e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 7.905723919261343e-07
8, 4.551643567307760e-03, 8.525284785062296e-03, 3.839837688317396e-01, 7.931362381056948e+01, 8.207106507537689e+01, 8.271781536581760e+04, 8.556912266969894e-05, 2.630230256682862e+04, 2.386224210451095e+02, 9.598279214243163e-01, -5.597090312315478e-01, 1.539752819959267e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 8.684760102162379e-07
9, 5.414706472778951e-03, 9.417976789653087e-03, 3.474359524944152e-01, 8.376352845481009e+01, 7.280840347202853e+01, 7.550802496361773e+04, 7.795987254251397e-05, 2.311275649212678e+04, 2.317433774065058e+02, 1.046723847624388e+00, -8.178092606584350e-01, 1.503281535888849e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.355588601354753e-07
10, 6.441683109168825e-03, 1.016807367020102e-02, 3.263585896433130e-01, 8.468358692660108e+01, 6.185700199210189e+01, 7.097980013381482e+04, 7.491942210823089e-05, 2.165234037693417e+04, 2.311213913357811e+02, 1.054350400914523e+00, -9.359871221979239e-01, 1.499960308837101e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.923607883839567e-07
11, 7.493438435263041e-03, 1.093626874032085e-02, 3.453282943568799e-01, 8.679289435909104e+01, 6.339158865443548e+01, 7.480158583412340e+04, 7.894892462830048e-05, 2.323047878478281e+04, 2.343453511140023e+02, 1.014168253340851e+00, -8.082830929745202e-01, 1.517132663319100e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.349932617489282e-07
12, 8.570527839733477e-03, 1.172296765219151e-02, 3.508310219041866e-01, 9.043322219130683e+01, 6.554315851813143e+01, 7.622314401225005e+04, 7.861659012184413e-05, 2.337810008141174e+04, 2.321355048390614e+02, 1.042285094614440e+00, -7.963374776311885e-01, 1.505373354826894e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.659521906577576e-07
13, 9.678880727577995e-03, 1.252022486689273e-02, 3.246317933190846e-01, 9.188079166188567e+01, 5.840213151911924e+01, 7.103693058651376e+04, 7.300431282886701e-05, 2.111241363244543e+04, 2.265568409586815e+02, 1.111433849837256e+00, -9.796783601867918e-01, 1.475465149659072e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.712667892813153e-07
14, 1.089942201302430e-02, 1.320324676161244e-02, 3.073146408846388e-01, 9.099592610084099e+01, 5.092391613729441e+01, 6.736035741710826e+04, 7.044775804572473e-05, 1.986767972356446e+04, 2.252134090418713e+02, 1.127860888810533e+00, -1.080403071457073e+00, 1.468214557644927e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.922139726304474e-07
15, 1.214920793483200e-02, 1.390263412235624e-02, 3.189948630115576e-01, 9.231678130941339e+01, 5.166055034031631e+01, 6.969120418315275e+04, 7.324699917777158e-05, 2.085994199162432e+04, 2.278031642778441e+02, 1.096038801115830e+00, -1.000108536423014e+00, 1.482174800278953e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.529838741320494e-07
16, 1.342888372553630e-02, 1.461874802494676e-02, 3.269000575853117e-01, 9.492448727604506e+01, 5.311868080223370e+01, 7.145822367570028e+04, 7.401724557311048e-05, 2.134422526075378e+04, 2.274551339743686e+02, 1.100580974226139e+00, -9.609200061611962e-01, 1.480302785682996e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.916740929750530e-07
17, 1.473910606795181e-02, 1.535195595284861e-02, 3.140145281394658e-01, 9.584065975472697e+01, 4.921697250749529e+01, 6.894923654520986e+04, 7.092415958973092e-05, 2.018657015737781e+04, 2.239459120954345e+02, 1.143677890187555e+00, -1.054598241490176e+00, 1.461356429138290e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.181012641077976e-07
