"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -2.058851519,      0.3346938544,      0.4226491966,       3.394540542,      -5.638828305,     0.09811532722,      0.3183586075,                 0,                 0,                 0,      0.1098390696,     0.08520377562,       0.322054556,                 0,       3.244738784
          0,           0,           1,      -2.126990748,      0.3832228913,      0.3830158821,       3.323610955,      -5.740722173,     0.04534681875,      0.4959500021,                 0,                 0,                 0,      0.1411416881,     0.02532011665,      0.4973747383,                 0,       10.93682017
          0,           0,           2,      -2.163318941,      0.3159519385,      0.3093447101,        3.28566329,      -5.872175148,     0.03005095261,      0.6205852689,                 0,                 0,                 0,      0.1398681299,    0.005013108282,      0.6212922054,                 0,       20.65110138
          0,           0,           3,      -2.224777481,       0.273593341,      0.2206217442,       3.224516393,      -5.933423543,     0.02498078278,      0.6903494998,                 0,                 0,                 0,       0.129971219,    -0.00286487134,      0.6907953849,                 0,       27.63522287
          0,           0,           4,      -2.311392022,      0.2129907613,      0.1255156774,        3.13673783,      -6.007022407,     0.02158685834,      0.7284714642,                 0,                 0,                 0,      0.1238415602,   -0.007792588715,      0.7287495744,                 0,       33.74606219
          0,           0,           5,      -2.404361865,      0.1418380521,     0.01771469867,       3.044982187,      -6.093603017,     0.01837168214,      0.7525465339,                 0,                 0,                 0,      0.1205657703,    -0.01197552638,      0.7526754887,                 0,       40.96230971
          0,           0,           6,      -2.483820421,     0.08542066273,    -0.08298565806,       2.966731113,      -6.179717044,     0.01585525505,      0.7709255321,                 0,                 0,                 0,       0.118892944,    -0.01523069585,       0.770938124,                 0,       48.62271404
          0,           0,           7,       -2.55189889,     0.03862376911,     -0.1664094111,       2.900003361,      -6.251233399,     0.01419345547,      0.7872610175,                 0,                 0,                 0,      0.1184407837,     -0.0175495661,       0.787193354,                 0,       55.46648027
          0,           0,           8,      -2.616807816,   -0.005218525384,     -0.2384279683,       2.836557612,      -6.309329449,     0.01320612009,       0.802656969,                 0,                 0,                 0,      0.1188934282,     -0.0191566512,      0.8025369987,                 0,       60.77916629
          0,           0,           9,      -2.680894099,    -0.04767338512,     -0.3038980175,         2.7736356,      -6.359540624,     0.01258080805,      0.8165336928,                 0,                 0,                 0,      0.1196402397,    -0.02034077289,       0.816377242,                 0,       64.90311988
          0,           0,          10,      -2.743956509,    -0.09150825832,     -0.3692887652,        2.71116689,      -6.409553048,     0.01206265141,      0.8279643747,                 0,                 0,                 0,      0.1201150671,    -0.02131923563,      0.8277777501,                 0,       68.63867209
          0,           0,          11,      -2.805565108,     -0.1381906404,     -0.4352266751,       2.649693388,      -6.463123149,     0.01157249572,      0.8366920229,                 0,                 0,                 0,      0.1202371854,     -0.0221607712,      0.8364785497,                 0,        72.3000503
          0,           0,          12,      -2.865569619,     -0.1863435399,     -0.5006749957,       2.589648332,      -6.519595931,     0.01114514214,      0.8433489785,                 0,                 0,                 0,      0.1202872332,    -0.02285609398,      0.8431128707,                 0,        75.6696476
          0,           0,          13,      -2.924067467,      -0.234425639,     -0.5656128589,       2.531201855,      -6.578346576,     0.01081288125,       0.848694364,                 0,                 0,                 0,      0.1204455282,    -0.02340353696,      0.8484405202,                 0,       78.48919673
          0,           0,          14,      -2.979318625,     -0.2806447047,     -0.6314202983,       2.476182645,      -6.636147819,     0.01056468416,      0.8530888098,                 0,                 0,                 0,      0.1206567121,     -0.0238286557,      0.8528213911,                 0,       80.74910682
          0,           0,          15,       -3.03189832,     -0.3232329836,     -0.6980215858,       2.423787945,      -6.679166814,     0.01036357042,      0.8566297122,                 0,                 0,                 0,       0.120804475,    -0.02417232628,      0.8563513099,                 0,       82.65777891
          0,           0,          16,      -3.084616456,     -0.3619954356,     -0.7614135946,        2.37106241,      -6.701885392,     0.01019083965,      0.8594653486,                 0,                 0,                 0,      0.1208851625,    -0.02445921037,      0.8591776799,                 0,       84.33704957
          0,           0,          17,      -3.142203138,     -0.3982209584,     -0.8175154611,       2.313668144,      -6.720601281,       0.010050501,       0.861865361,                 0,                 0,                 0,      0.1209802424,    -0.02469617031,      0.8615700855,                 0,       85.75347249
          0,           0,          18,      -3.205057692,     -0.4311187317,     -0.8679100094,       2.251640915,      -6.765427221,    0.009959133447,      0.8641344706,                 0,                 0,                 0,      0.1211833168,    -0.02487892277,      0.8638336685,                 0,       86.76803813
          0,           0,          19,      -3.266852757,     -0.4638922059,     -0.9198891394,       2.191543027,      -6.822392243,    0.009920180352,      0.8664418882,                 0,                 0,                 0,      0.1215185152,    -0.02501084741,       0.866137641,                 0,       87.34134436
          0,           0,          20,      -3.314498888,     -0.4983390065,     -0.9765444785,       2.145193192,      -6.872846939,    0.009923075966,      0.8688289669,                 0,                 0,                 0,      0.1219532805,    -0.02510416818,      0.8685228966,                 0,       87.55641596
          0,           0,          21,      -3.348424102,     -0.5320571988,      -1.037550612,       2.111377146,      -6.909133236,    0.009951292829,        0.87124067,                 0,                 0,                 0,       0.122432243,     -0.0251731808,      0.8709337772,                 0,       87.55050072
          0,           0,          22,      -3.374431377,     -0.5641196183,      -1.099010029,       2.085012924,      -6.927233659,    0.009986278968,      0.8735600063,                 0,                 0,                 0,      0.1228886566,    -0.02523170668,      0.8732526389,                 0,       87.47602676
          0,           0,          23,      -3.391827949,     -0.5930055921,      -1.158966983,       2.066631925,      -6.933029726,     0.01001195674,      0.8756457569,                 0,                 0,                 0,       0.123261936,    -0.02529011843,      0.8753377296,                 0,       87.46000202
          0,           0,          24,      -3.399763073,     -0.6187627533,      -1.214995084,       2.057288027,      -6.935152163,     0.01002005498,      0.8773854596,                 0,                 0,                 0,      0.1235221845,    -0.02535214755,      0.8770763449,                 0,       87.56293868
          0,           0,          25,      -3.407546025,     -0.6430324369,      -1.264990645,       2.048346145,      -6.938835891,     0.01001118163,      0.8787367341,                 0,                 0,                 0,      0.1236774125,     -0.0254154784,      0.8784261637,                 0,       87.77552605
          0,           0,          26,      -3.418719599,     -0.6677955519,       -1.30725643,       2.036384586,       -6.94948627,    0.009989250871,       0.879740987,                 0,                 0,                 0,      0.1237565494,    -0.02547786894,      0.8794287165,                 0,       88.06876495
          0,           0,          27,      -3.433350391,     -0.6943386317,      -1.343043122,       2.021288189,      -6.970013405,    0.009965305575,      0.8805059291,                 0,                 0,                 0,      0.1238101143,    -0.02553262668,      0.8801920719,                 0,       88.35714294
          0,           0,          28,      -3.452936737,     -0.7216876891,      -1.381231727,       2.001444743,      -7.002935855,    0.009947859799,      0.8811481334,                 0,                 0,                 0,      0.1238754614,    -0.02557594308,      0.8808330512,                 0,        88.5766538
          0,           0,          29,      -3.479181709,     -0.7497627523,      -1.421871892,       1.975143427,      -7.047291244,    0.009940592847,      0.8817554206,                 0,                 0,                 0,      0.1239682603,    -0.02560768156,       0.881439552,                 0,       88.70249835
