"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 1.868553667329603e-04, 9.823874347339191e-04, 1.439245157858998e+00, 4.438355231239532e+01, 2.388196531204414e+02, 3.179722666631232e+05, 1.189895076802688e+05, 2.880077908406263e+02, 4.960867874857058e-01, 4.686318794356423e-01
1, 3.915360338905884e-04, 2.058490942298525e-03, 1.424910896367620e+00, 5.447545103644558e+01, 2.672657211261626e+02, 3.164659833784891e+05, 1.161438399756907e+05, 2.839480028604661e+02, 5.666648128367848e-01, 3.931375249490276e-01
2, 6.385526300372194e-04, 3.228572431310579e-03, 1.303755364420686e+00, 1.067711926200718e+02, 2.817207880198379e+02, 2.926787878036067e+05, 1.031476314768507e+05, 2.756090644397046e+02, 6.943389799244061e-01, 4.835363826579694e-02
3, 1.293339793162979e-03, 4.367380005717009e-03, 1.222472491864070e+00, 1.506071127420226e+02, 2.638516090901313e+02, 2.758922283775949e+05, 9.525631859504942e+04, 2.714469980205772e+02, 7.524381341492680e-01, -1.609995378288880e-01
4, 2.010169371003328e-03, 5.614091912691834e-03, 1.201433884575763e+00, 1.776989091891660e+02, 2.683259712320970e+02, 2.728593880440420e+05, 9.190173624438944e+04, 2.664735975817999e+02, 8.185650268458505e-01, -2.499951815324152e-01
5, 2.947029393865798e-03, 6.864049738656003e-03, 1.107736610688791e+00, 2.070584118027025e+02, 2.435177757342494e+02, 2.534011015319931e+05, 8.291307830466122e+04, 2.607455320327818e+02, 8.914081558941761e-01, -4.884604555238405e-01
6, 4.143577493344999e-03, 8.102819575333872e-03, 1.066984151436379e+00, 2.277290399690987e+02, 2.337469925409373e+02, 2.456457158584216e+05, 7.829582072964567e+04, 2.556294923676671e+02, 9.542425640599724e-01, -6.109543361562989e-01
7, 5.459064074932061e-03, 9.450375286195909e-03, 1.007111522092851e+00, 2.478941184917351e+02, 2.139525385249868e+02, 2.336128008545093e+05, 7.215111657521898e+04, 2.495719871997348e+02, 1.026663493299927e+00, -7.739707252109160e-01
8, 7.122842397032741e-03, 1.066558786758244e-02, 9.615449080168628e-01, 2.596777306012387e+02, 1.897188990611414e+02, 2.238872089103681e+05, 6.804246462897933e+04, 2.465135575057427e+02, 1.062614137402580e+00, -8.829715147242243e-01
9, 8.941692113221576e-03, 1.199406356016947e-02, 9.561123443824181e-01, 2.711582349620037e+02, 1.806137192045508e+02, 2.232031628553652e+05, 6.707715815068704e+04, 2.443971147582988e+02, 1.087302314957443e+00, -9.085806852339020e-01
10, 1.103596543333838e-02, 1.327965724175473e-02, 9.273554366112725e-01, 2.776017017292901e+02, 1.627406005387163e+02, 2.170580747520375e+05, 6.449151030793042e+04, 2.422627655603183e+02, 1.112066590348237e+00, -9.771768233228922e-01
11, 1.338227910767874e-02, 1.459266781383770e-02, 9.171328274104045e-01, 2.847354598976200e+02, 1.527802703171841e+02, 2.151543322406610e+05, 6.329161934223798e+04, 2.404054528562498e+02, 1.133523370981402e+00, -1.009009420559576e+00
12, 1.598703262937219e-02, 1.594133002167838e-02, 8.973651926585754e-01, 2.887645622331397e+02, 1.394138332829126e+02, 2.109718887413178e+05, 6.147251355767727e+04, 2.386393716127118e+02, 1.153857554926354e+00, -1.057269523707719e+00
13, 1.890776957779433e-02, 1.725847262353328e-02, 8.877821150096281e-01, 2.930758590016465e+02, 1.299932699387743e+02, 2.090656439375045e+05, 6.046928975124397e+04, 2.372787366008940e+02, 1.169484301987640e+00, -1.083884624814021e+00
14, 2.210848584425777e-02, 1.865945392949563e-02, 8.770442556906383e-01, 2.960401428233275e+02, 1.202042095102213e+02, 2.068250467530396e+05, 5.944982104084979e+04, 2.361344700788775e+02, 1.182603173813286e+00, -1.110930696316569e+00
15, 2.567284568080688e-02, 2.000546510705450e-02, 8.706865607149024e-01, 2.987531527215004e+02, 1.120676545469134e+02, 2.055224156634969e+05, 5.882222526113050e+04, 2.353476977285473e+02, 1.191612670351395e+00, -1.127580545556593e+00
16, 2.956163844651765e-02, 2.145645516077357e-02, 8.662499686669498e-01, 3.011931555423456e+02, 1.047544790333304e+02, 2.046257646598929e+05, 5.837190551732523e+04, 2.347420993358747e+02, 1.198542119718831e+00, -1.139527336925263e+00
17, 3.385971814382999e-02, 2.285362305150995e-02, 8.628702531331370e-01, 3.030072084810360e+02, 9.785646739226796e+01, 2.039085973111011e+05, 5.806297492447910e+04, 2.344143163280962e+02, 1.202290903054068e+00, -1.147723134224633e+00
18, 3.854108459381271e-02, 2.435652875819101e-02, 8.629823324578566e-01, 3.052117675968881e+02, 9.233323797264345e+01, 2.039787942133077e+05, 5.802680585060076e+04, 2.342378675446606e+02, 1.204308408090533e+00, -1.148682684378866e+00
19, 4.368039618814700e-02, 2.582571557193584e-02, 8.620324665306505e-01, 3.065550453001320e+02, 8.652334326008621e+01, 2.037553306500264e+05, 5.796188553677160e+04, 2.342336183885385e+02, 1.204356988480516e+00, -1.150404992706615e+00
20, 4.927227079397089e-02, 2.738496225055702e-02, 8.646535573759118e-01, 3.085919384226495e+02, 8.215264943110306e+01, 2.043579838995851e+05, 5.815500811883834e+04, 2.343016426625573e+02, 1.203579246890251e+00, -1.145281532702321e+00
21, 5.537689940454214e-02, 2.894071860844413e-02, 8.647969513031293e-01, 3.095786799862353e+02, 7.704543898209860e+01, 2.043527389948013e+05, 5.820378811398376e+04, 2.344592904960325e+02, 1.201776615794075e+00, -1.143987420167875e+00
22, 6.201183141144624e-02, 3.055472604858280e-02, 8.684499550457515e-01, 3.114383693602155e+02, 7.341726523083572e+01, 2.051743903671514e+05, 5.849120630668442e+04, 2.346259945262855e+02, 1.199870126516322e+00, -1.136362337699273e+00
23, 6.921960065570421e-02, 3.220517829348604e-02, 8.685110459635837e-01, 3.122421195430902e+02, 6.880088852259466e+01, 2.051609177365112e+05, 5.852322643706900e+04, 2.347379244082177e+02, 1.198589875452887e+00, -1.135512857252180e+00
24, 7.704183387480316e-02, 3.386574154954416e-02, 8.709649152899074e-01, 3.135155324592122e+02, 6.519978128910661e+01, 2.056972417197546e+05, 5.873190902555762e+04, 2.349112424422270e+02, 1.196607178182901e+00, -1.129976596892196e+00
25, 8.550455401239065e-02, 3.559254247306260e-02, 8.719753173238375e-01, 3.146475635160484e+02, 6.150765524537172e+01, 2.059367257640529e+05, 5.879918791735893e+04, 2.349078238407353e+02, 1.196646289266527e+00, -1.128191716493496e+00
