"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 1.868553667329603e-04, 9.823874347339191e-04, 4.130776847746570e+05, -4.705253283980743e+08, 2.554648306527358e+08, 7.247570678213862e+11, 1.511122921128835e+11, 1.274378407067433e+03, 1.811135789716012e+00, 4.008942182615389e+06
1, 4.068278433122841e-04, 2.138887249307939e-03, 2.389341582426660e+05, -4.156658020485447e+07, 1.529441606680118e+08, 2.732199256697628e+11, 8.826151088083232e+10, 1.286836768814548e+03, 9.223980579298788e-01, 2.341537674893139e+06
2, 7.718953074624135e-04, 3.460482370287619e-03, 4.473211599685485e+05, -5.107186926053307e+08, 2.539100590160118e+08, 7.576965845996514e+11, 1.576332893500603e+11, 1.227605543774491e+03, 1.815293813487628e+00, 4.181941467190201e+06
3, 1.584145810624212e-03, 4.873150604191944e-03, 5.269138740992090e+05, -7.304408342528217e+08, 2.557074651501140e+08, 1.016706844496307e+12, 1.793476268749920e+11, 1.185731467968592e+03, 2.127680557158706e+00, 4.758013610790061e+06
4, 2.590670891130973e-03, 6.495116668248111e-03, 4.532166821258644e+05, -5.930838708082047e+08, 2.793134227507288e+08, 8.935628409048347e+11, 1.677743653771981e+11, 1.289585267206558e+03, 2.009256991766915e+00, 4.450979903138561e+06
5, 4.154423628211191e-03, 8.114048430005592e-03, 4.497990851164291e+05, -5.948956963576159e+08, 2.819496707446027e+08, 8.960064821126150e+11, 1.656958841305899e+11, 1.283286123847867e+03, 2.038043930053031e+00, 4.395838679244859e+06
6, 6.084259791560426e-03, 9.907014064682038e-03, 4.260871923675206e+05, -5.250863991747708e+08, 2.879965482081669e+08, 8.115180261690334e+11, 1.562577529843730e+11, 1.277536861762793e+03, 1.961580147587387e+00, 4.145449072159902e+06
7, 8.587570849316096e-03, 1.173541575263517e-02, 4.329591860584575e+05, -5.381816600045660e+08, 2.871546961212044e+08, 8.220872091481096e+11, 1.569492507167007e+11, 1.262823437233328e+03, 1.977703352966162e+00, 4.163794213037401e+06
8, 1.167551087857965e-02, 1.363755053629276e-02, 1.080621966423537e+05, 2.362741158103943e+07, 1.185171944358774e+08, 1.204446367712837e+11, 2.114790268318643e+10, 6.817479757282877e+02, 2.136534795715924e+00, 5.610421799351111e+05
9, 1.540414001017184e-02, 1.567846735564120e-02, 1.261319079421235e+05, -2.020510964930813e+08, 4.372171006822091e+07, 1.877764179122378e+11, 7.346217568350795e+09, 2.028939824071605e+02, 5.739707067816383e+00, 1.948893410439952e+05
10, 1.993511589751034e-02, 1.772176720584334e-02, 1.319790740178332e+05, -5.303501987524152e+06, 1.868255864857264e+08, 1.710649458105533e+11, 1.549042447369613e+10, 4.088731451233867e+02, 3.493518566677764e+00, 4.109516880760546e+05
11, 2.531981368889915e-02, 1.987214944058584e-02, 1.449376624572008e+05, -5.150255482665664e+07, 1.883956428946741e+08, 2.267260231272891e+11, 3.805339169637293e+10, 9.146237278938829e+02, 2.222644143576272e+00, 1.009537616797896e+06
