"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 9.342768336648016e-05, 4.911937173669596e-04, 1.413282873604383e+00, 4.545628788580024e+01, 2.431081473914270e+02, 3.126686934850875e+05, 1.164113411627300e+05, 2.869435994834679e+02, 5.153299450137285e-01, 4.002342177243094e-01
1, 2.406483369246794e-04, 1.265202635160482e-03, 1.430829980260380e+00, 5.012090698075989e+01, 2.608539049446983e+02, 3.173355687988133e+05, 1.170718586825749e+05, 2.850327923173361e+02, 5.485110080170450e-01, 4.177574667345746e-01
2, 4.724650786732041e-04, 2.483973378738689e-03, 1.328192590473298e+00, 9.254964236887083e+01, 2.810782178411806e+02, 2.974518449111315e+05, 1.057943369145605e+05, 2.774800174003969e+02, 6.671952012073445e-01, 1.185696083928277e-01
3, 1.229070982582249e-03, 4.255603519540888e-03, 1.207226811962021e+00, 1.559653649060080e+02, 2.789107332335952e+02, 2.738841840268490e+05, 9.263615800367594e+04, 2.673141865955025e+02, 8.076050200269163e-01, -2.305112844670412e-01
4, 2.893115809520452e-03, 6.808233744210588e-03, 1.088580487108928e+00, 2.189314376569322e+02, 2.498378601895868e+02, 2.505519979945467e+05, 7.994670241114704e+04, 2.558411243303617e+02, 9.516811440166817e-01, -5.671571469489241e-01
5, 6.357014896076403e-03, 1.010623257248584e-02, 9.801249686793436e-01, 2.608426772917119e+02, 1.974301115910720e+02, 2.281489803808261e+05, 6.942206027029490e+04, 2.467438805409706e+02, 1.059922255380491e+00, -8.463714288371380e-01
6, 1.261788557238702e-02, 1.416490881296495e-02, 9.170295644097501e-01, 2.835986879767735e+02, 1.512535131986104e+02, 2.149610601617481e+05, 6.345388740886897e+04, 2.410489486976169e+02, 1.126101755917575e+00, -1.004704517733294e+00
7, 2.309964636232937e-02, 1.903374642443381e-02, 8.857785810627771e-01, 2.964446506757570e+02, 1.150025725123326e+02, 2.083967826085810e+05, 6.053020380641340e+04, 2.380549996864378e+02, 1.160576285309128e+00, -1.082268600825423e+00
8, 3.986877851871062e-02, 2.473607967106026e-02, 8.766419551196677e-01, 3.045320217762439e+02, 8.838548114673938e+01, 2.064951911532093e+05, 5.965786809515747e+04, 2.370695761266760e+02, 1.171887167644041e+00, -1.105411296408234e+00
9, 6.571437009216173e-02, 3.140254221338249e-02, 8.773993212153554e-01, 3.104136413571058e+02, 6.881750487217920e+01, 2.067333314294301e+05, 5.964966812549022e+04, 2.368323819503201e+02, 1.174607419441468e+00, -1.105628838117634e+00
10, 1.042181881461932e-01, 3.900353674338045e-02, 8.748802980087441e-01, 3.141079169342805e+02, 5.268241759392703e+01, 2.062910649363564e+05, 5.932714606157326e+04, 2.362300630559193e+02, 1.181511320812013e+00, -1.114185211366672e+00
11, 1.593075187184798e-01, 4.710092362599224e-02, 8.637437842419403e-01, 3.155640900476910e+02, 3.823196921149329e+01, 2.040239178792502e+05, 5.821318960529721e+04, 2.347830855817854e+02, 1.198076630433123e+00, -1.143738002599977e+00
