"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -1.193527472,       1.181384356,       1.303239556,       4.259864589,      -4.768733242,      0.1321177386,       0.334710098,                 0,                 0,                 0,       0.103131924,      0.1185194896,      0.3397632663,                 0,       2.533422852
          0,           0,           1,      -1.366215313,       1.131927573,       1.148127922,        4.08468226,      -4.816978899,     0.05787861745,      0.5192420226,                 0,                 0,                 0,      0.1547991719,     0.03690291924,      0.5211529401,                 0,       8.971223665
          0,           0,           2,      -1.347573469,       1.150875311,       1.128806455,       4.102175536,      -4.916775593,     0.03290695589,      0.6758485549,                 0,                 0,                 0,      0.1722379703,    0.005639338516,      0.6766256977,                 0,       20.53816698
          0,           0,           3,      -1.426179296,       1.083734217,       1.015204039,       4.021050048,      -5.015092707,     0.02867573264,      0.7562924597,                 0,                 0,                 0,        0.15690081,   -0.001830833178,      0.7568336873,                 0,       26.37395421
          0,           0,           4,      -1.506467337,       1.041638807,      0.9318151693,       3.941944397,      -5.106564737,     0.02659932271,      0.7804978553,                 0,                 0,                 0,      0.1354861344,   -0.004881182907,      0.7809357209,                 0,       29.34277176
          0,           0,           5,      -1.561335055,       1.020789754,      0.8379566771,       3.891842098,      -5.205875563,     0.02289969199,      0.7847862868,                 0,                 0,                 0,      0.1233019422,   -0.008750657521,      0.7850715495,                 0,       34.27060447
          0,           0,           6,      -1.604028825,      0.9962426243,      0.7470533204,       3.852757194,      -5.306664251,      0.0194650995,      0.7933555751,                 0,                 0,                 0,      0.1217475739,     -0.0125278543,      0.7934954389,                 0,       40.75784844
          0,           0,           7,      -1.693475342,      0.9057212318,       0.673668187,        3.76406299,      -5.386674854,     0.01760507077,      0.8098861519,                 0,                 0,                 0,      0.1249671788,    -0.01505265599,      0.8099376119,                 0,       46.00300461
          0,           0,           8,      -1.796839792,      0.7962813711,      0.5961795285,       3.659262379,      -5.462433486,     0.01693191694,      0.8277627919,                 0,                 0,                 0,      0.1279448567,    -0.01644580195,      0.8277725926,                 0,       48.88771868
          0,           0,           9,      -1.880037815,      0.7085364225,      0.4953025838,       3.575769389,      -5.546167287,     0.01645745231,      0.8409100879,                 0,                 0,                 0,      0.1286639143,    -0.01744979835,      0.8408900809,                 0,       51.09600637
          0,           0,          10,      -1.963273035,      0.6177350519,      0.3872721735,       3.493745827,      -5.630422573,     0.01572806868,      0.8476364248,                 0,                 0,                 0,      0.1273127357,    -0.01844970224,      0.8475815532,                 0,       53.89323014
          0,           0,          11,      -2.045782543,      0.5283513152,      0.2912926514,       3.411293836,      -5.709637356,     0.01480689132,      0.8493045432,                 0,                 0,                 0,      0.1248879489,    -0.01943736652,      0.8492111869,                 0,       57.35873419
          0,           0,          12,      -2.117903718,      0.4580855929,      0.2000215691,       3.338133153,      -5.780475571,     0.01387871787,      0.8479958221,                 0,                 0,                 0,      0.1223591753,    -0.02031203615,      0.8478661181,                 0,       61.10044385
          0,           0,          13,      -2.186335067,      0.3987387023,      0.1073264139,       3.269279863,      -5.838485167,     0.01311585207,      0.8457579479,                 0,                 0,                 0,      0.1204986569,    -0.02098408186,      0.8455993143,                 0,       64.48364491
          0,           0,          14,      -2.258154983,      0.3392849274,     0.02117502877,        3.19767295,      -5.886895644,     0.01263722571,      0.8443326202,                 0,                 0,                 0,      0.1197209653,    -0.02140486976,      0.8441558532,                 0,       66.81313126
          0,           0,          15,      -2.330048084,      0.2801629652,    -0.05008819501,       3.125812993,      -5.937275003,     0.01246518562,      0.8446663086,                 0,                 0,                 0,      0.1200078433,    -0.02159021975,      0.8444823362,                 0,       67.76203212
