100
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.810343141864950045e-01 -1.410484260747577598e-04 0.000000000000000000e+00
9.636379401791808075e-01 -8.442879582024999732e-04 0.000000000000000000e+00
9.476755327085504277e-01 -2.030170690952386864e-03 0.000000000000000000e+00
9.330232537214017130e-01 -3.619148718893580932e-03 0.000000000000000000e+00
9.195572651645348428e-01 -5.531674136595242375e-03 0.000000000000000000e+00
9.071537289847475538e-01 -7.688199038626530521e-03 0.000000000000000000e+00
8.956888071288391373e-01 -1.000917551955660643e-02 0.000000000000000000e+00
8.850386615436083293e-01 -1.241505567395463291e-02 0.000000000000000000e+00
8.750794541758541989e-01 -1.482629159638977102e-02 0.000000000000000000e+00
8.656873469723752601e-01 -1.716333538143118703e-02 0.000000000000000000e+00
8.567385018799704710e-01 -1.934663912364802119e-02 0.000000000000000000e+00
8.481189234149045797e-01 -2.131144754287569998e-02 0.000000000000000000e+00
8.397611404147771186e-01 -2.306292783738606370e-02 0.000000000000000000e+00
8.316114148361949399e-01 -2.462688702759626216e-02 0.000000000000000000e+00
8.236160106391389180e-01 -2.602913514483848334e-02 0.000000000000000000e+00
8.157211917835893722e-01 -2.729548222044487008e-02 0.000000000000000000e+00
8.078732222295261778e-01 -2.845173828574758257e-02 0.000000000000000000e+00
8.000183659369297651e-01 -2.952371337207878449e-02 0.000000000000000000e+00
7.921028868657804534e-01 -3.053721751077062563e-02 0.000000000000000000e+00
7.840730489760585620e-01 -3.151806073315525925e-02 0.000000000000000000e+00
7.758751162277444102e-01 -3.249205307056486636e-02 0.000000000000000000e+00
7.674553525808182064e-01 -3.348500455433157247e-02 0.000000000000000000e+00
7.587683965279038434e-01 -3.451935715765869217e-02 0.000000000000000000e+00
7.498157479601089692e-01 -3.559870620035267968e-02 0.000000000000000000e+00
7.406151978515741474e-01 -3.672009507664115990e-02 0.000000000000000000e+00
7.311845535329490886e-01 -3.788056060251326906e-02 0.000000000000000000e+00
7.215416223348836144e-01 -3.907713959395808095e-02 0.000000000000000000e+00
7.117042115880277686e-01 -4.030686886696473181e-02 0.000000000000000000e+00
7.016901286230310397e-01 -4.156678523752233706e-02 0.000000000000000000e+00
6.915171807705434714e-01 -4.285392552161999824e-02 0.000000000000000000e+00
6.812031753612143303e-01 -4.416532653524683771e-02 0.000000000000000000e+00
6.707659197256935490e-01 -4.549802509439194315e-02 0.000000000000000000e+00
6.602232211946315044e-01 -4.684905801504444384e-02 0.000000000000000000e+00
6.495917026348723144e-01 -4.821274338591553799e-02 0.000000000000000000e+00
6.388801125978835760e-01 -4.956532519677286225e-02 0.000000000000000000e+00
6.280939873692940045e-01 -5.087567424900629742e-02 0.000000000000000000e+00
6.172388537590216551e-01 -5.211263959418759029e-02 0.000000000000000000e+00
6.063202385769849156e-01 -5.324507028388843211e-02 0.000000000000000000e+00
5.953436686331008421e-01 -5.424181536968051415e-02 0.000000000000000000e+00
5.843146707372879334e-01 -5.507172390313556931e-02 0.000000000000000000e+00
5.732387716994639115e-01 -5.570364493582525417e-02 0.000000000000000000e+00
5.621214983295470535e-01 -5.610642751932130856e-02 0.000000000000000000e+00
5.509683774374548593e-01 -5.624892070519540294e-02 0.000000000000000000e+00
5.397849358331053837e-01 -5.609997354501925632e-02 0.000000000000000000e+00
5.285766834814247250e-01 -5.563694918647902471e-02 0.000000000000000000e+00
5.173489965696123072e-01 -5.490482709742330880e-02 0.000000000000000000e+00
5.061071874899849554e-01 -5.398083109220992715e-02 0.000000000000000000e+00
