"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 1.868553667329603e-04, 9.823874347339191e-04, 1.438047644072142e+00, 4.440069668574119e+01, 2.382533707429412e+02, 3.176906880640154e+05, 1.189074095028783e+05, 2.880487454855590e+02, 4.953331615793969e-01, 4.664538496900550e-01
1, 4.068718588439906e-04, 2.139118659869153e-03, 1.420801504671951e+00, 6.402731911291914e+01, 2.689662016933723e+02, 3.158018123407197e+05, 1.155602752894110e+05, 2.833384440782518e+02, 5.766760436074977e-01, 3.776558018999877e-01
2, 7.723019763714946e-04, 3.461189649935140e-03, 1.293568462867252e+00, 1.161167393692099e+02, 2.742252505814108e+02, 2.903177433713919e+05, 1.024157882429520e+05, 2.758086218744148e+02, 6.914758059650148e-01, 2.893814838280903e-02
3, 1.585088218032872e-03, 4.874789641661824e-03, 1.212418281797776e+00, 1.611746423990911e+02, 2.693464147332584e+02, 2.745346804693843e+05, 9.356127059615734e+04, 2.688276774675947e+02, 7.876519880336090e-01, -2.059684406611878e-01
4, 2.593216761697359e-03, 6.497752373128757e-03, 1.137684705634326e+00, 2.024119894064175e+02, 2.554885647677665e+02, 2.600599232696878e+05, 8.534655901020936e+04, 2.613331128537314e+02, 8.840692926071003e-01, -4.239012468975381e-01
5, 4.158880829911600e-03, 8.118662909795299e-03, 1.062116793092543e+00, 2.327804457043089e+02, 2.277106652763439e+02, 2.445936906169745e+05, 7.787001434947042e+04, 2.554043704106457e+02, 9.569677212120792e-01, -6.222507984086890e-01
6, 6.092756217580082e-03, 9.913219797536441e-03, 1.018926998289763e+00, 2.561332752108146e+02, 2.087453415151198e+02, 2.362723170156195e+05, 7.307876106174673e+04, 2.498494808900041e+02, 1.023382912704305e+00, -7.493607113323412e-01
7, 8.600888734784672e-03, 1.174514304728969e-02, 9.652162121369888e-01, 2.709539166300069e+02, 1.808949988549064e+02, 2.250264472242384e+05, 6.801778096251063e+04, 2.454868293427311e+02, 1.074607820035520e+00, -8.836263619024171e-01
8, 1.169733995304338e-02, 1.364976621140181e-02, 9.390891633005668e-01, 2.827474245285011e+02, 1.630778313614660e+02, 2.198586475630513e+05, 6.525328447680872e+04, 2.420615961907227e+02, 1.114393870041837e+00, -9.569672784587735e-01
9, 1.543787990449740e-02, 1.569368278002999e-02, 9.076356671343667e-01, 2.911427919659098e+02, 1.438574713532902e+02, 2.134290725051410e+05, 6.213342865437095e+04, 2.384756883083182e+02, 1.155738472375554e+00, -1.039735727152668e+00
