"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 5.605661001988808e-04, 2.947162304201757e-03, 1.332786054985614e+00, 9.622951781034025e+01, 2.709378106301141e+02, 2.978896984012425e+05, 1.067506749366043e+05, 2.790233411332540e+02, 6.442250861080001e-01, 1.439408495707943e-01
1, 2.056951255925081e-03, 5.695455091284984e-03, 1.174955741178423e+00, 1.774986421843991e+02, 2.561280104707499e+02, 2.666084615947366e+05, 9.011385551237773e+04, 2.671778242939095e+02, 8.093855370427923e-01, -2.974268973104496e-01
2, 4.202319419622610e-03, 8.163634285960826e-03, 1.063723392385004e+00, 2.222816205387876e+02, 2.225744458748157e+02, 2.439684360282450e+05, 7.898319526205964e+04, 2.586642056232423e+02, 9.171891134033389e-01, -5.927185820197051e-01
3, 6.783116913632134e-03, 1.041745464204264e-02, 9.950670198045743e-01, 2.502388510190448e+02, 1.985508420423662e+02, 2.304405553321815e+05, 7.166666500673952e+04, 2.508968495882895e+02, 1.010975260232678e+00, -7.868230193784838e-01
4, 9.694446724796399e-03, 1.252893568809975e-02, 9.311408191947219e-01, 2.671724940594728e+02, 1.703710622783035e+02, 2.173324680829630e+05, 6.536644469225523e+04, 2.445512257000634e+02, 1.085509967012013e+00, -9.539651860482801e-01
5, 1.297665428861672e-02, 1.436567784163059e-02, 8.939393491577912e-01, 2.752906755437000e+02, 1.474016521769910e+02, 2.094433249140009e+05, 6.196103936430113e+04, 2.414576587016124e+02, 1.121378156596776e+00, -1.044309141734171e+00
6, 1.647090597208952e-02, 1.615953871518611e-02, 8.864891584419949e-01, 2.833967189146892e+02, 1.360762767780730e+02, 2.081710694122884e+05, 6.097138048526477e+04, 2.395978655745409e+02, 1.142830040077939e+00, -1.070564371083190e+00
7, 2.021557271293713e-02, 1.784824268997715e-02, 8.704942971038034e-01, 2.872739680522208e+02, 1.223306152361362e+02, 2.047752538597918e+05, 5.951107780099735e+04, 2.381563857529140e+02, 1.159408877687567e+00, -1.109305580510587e+00
8, 2.419499576217313e-02, 1.944738382445275e-02, 8.651779036895980e-01, 2.913572552712527e+02, 1.133469798842613e+02, 2.037611834746581e+05, 5.891106511365136e+04, 2.372038867531339e+02, 1.170343701123952e+00, -1.125223662035739e+00
9, 2.838586587840746e-02, 2.102998442563399e-02, 8.586296576265100e-01, 2.939009954375773e+02, 1.045432212484473e+02, 2.023927417981048e+05, 5.829142721577187e+04, 2.364989129452234e+02, 1.178427627926116e+00, -1.141662392053512e+00
10, 3.281821383681287e-02, 2.251506339736071e-02, 8.562754086709952e-01, 2.963242594083062e+02, 9.772610532077401e+01, 2.019352818003361e+05, 5.803412570447181e+04, 2.361023553876499e+02, 1.182971733389276e+00, -1.148488491767395e+00
11, 3.745666932616665e-02, 2.402287654386600e-02, 8.549202157142957e-01, 2.982853366753917e+02, 9.168791337307819e+01, 2.016708773248005e+05, 5.788708696065069e+04, 2.358774661534841e+02, 1.185547734284507e+00, -1.152389367133637e+00
12, 4.234004740050309e-02, 2.544254698437710e-02, 8.548065440408450e-01, 2.999764959381615e+02, 8.644860422208400e+01, 2.016614999912998e+05, 5.786195301944492e+04, 2.358064039608725e+02, 1.186361575282066e+00, -1.153056159909189e+00
13, 4.743679172302605e-02, 2.689956499432509e-02, 8.556775702121865e-01, 3.015661942328777e+02, 8.191182900732350e+01, 2.018659427766551e+05, 5.792195804561360e+04, 2.358106590135147e+02, 1.186312846134063e+00, -1.151464252073545e+00
14, 5.278364414572071e-02, 2.827983100759168e-02, 8.564157901501899e-01, 3.028469814337425e+02, 7.766253393741718e+01, 2.020280017800646e+05, 5.798402623315081e+04, 2.358598659943115e+02, 1.185749306801759e+00, -1.149817609443860e+00
15, 5.835570666242382e-02, 2.969986361561861e-02, 8.577718849177371e-01, 3.041361406559890e+02, 7.394553280256773e+01, 2.023327760940258e+05, 5.809096893189508e+04, 2.359213031038390e+02, 1.185045656868811e+00, -1.146980465108361e+00
16, 6.418492839363139e-02, 3.105232699432578e-02, 8.585601401080708e-01, 3.051313783624109e+02, 7.032061140138038e+01, 2.025026170063218e+05, 5.816044615762417e+04, 2.359866052523914e+02, 1.184297683686508e+00, -1.145137263845087e+00
17, 7.025237310175927e-02, 3.244166499891487e-02, 8.598503442324074e-01, 3.061771510501399e+02, 6.712454626665168e+01, 2.027911606807969e+05, 5.826361477456284e+04, 2.360504873110914e+02, 1.183565919685404e+00, -1.142400244295498e+00
18, 7.658483459401649e-02, 3.377120197710022e-02, 8.605574937197837e-01, 3.069824446655349e+02, 6.396845532118615e+01, 2.029443857773034e+05, 5.832508372781555e+04, 2.361053485867104e+02, 1.182937443087963e+00, -1.140769499096642e+00
19, 8.316815982979389e-02, 3.513309635903117e-02, 8.615869000278212e-01, 3.078229012715491e+02, 6.113059725853861e+01, 2.031749323358038e+05, 5.840706996649801e+04, 2.361547461377408e+02, 1.182371521698092e+00, -1.138594439037395e+00
20, 9.002474674024213e-02, 3.644053843382506e-02, 8.621564845894485e-01, 3.084954590637664e+02, 5.833900832620824e+01, 2.033010853956878e+05, 5.845384557084739e+04, 2.361877310685099e+02, 1.181993611968268e+00, -1.137353502138685e+00
21, 9.714369980809008e-02, 3.777606632165076e-02, 8.628133404864224e-01, 3.091593820802693e+02, 5.575224586057328e+01, 2.034501292772012e+05, 5.850422635771309e+04, 2.362113352921524e+02, 1.181723168017777e+00, -1.136016921280409e+00
22, 1.045441148689353e-01, 3.905909905772830e-02, 8.632037951814098e-01, 3.097282787261217e+02, 5.323929139319763e+01, 2.035403530391988e+05, 5.853254655540825e+04, 2.362187806771130e+02, 1.181637861366053e+00, -1.135265598474696e+00
23, 1.122167952592011e-01, 4.036709821823854e-02, 8.635246207404299e-01, 3.102445628060593e+02, 5.084639263827621e+01, 2.036156031180420e+05, 5.855470068863937e+04, 2.362203920762668e+02, 1.181619398415175e+00, -1.134677858737972e+00
24, 1.201784243807920e-01, 4.162155830124455e-02, 8.637727115040597e-01, 3.107448636465381e+02, 4.856848542889369e+01, 2.036786374514799e+05, 5.856698792760674e+04, 2.362021001480692e+02, 1.181828980105201e+00, -1.134351883511570e+00
