"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,     -0.6713163043,       1.691856424,       1.847827641,        4.81099088,      0.1724525757,       0.334085858,                 0,                 0,                 0,      0.1079921845,      0.1588467104,       0.340765277,                 0,       1.937262211
          0,           0,           1,     -0.5498218153,       2.027507878,         1.9840192,       4.932863662,     0.09967268056,      0.4440851772,                 0,                 0,                 0,      0.1181301933,     0.08169230513,      0.4477417282,                 0,       4.455435278
          0,           0,           2,     -0.6234854626,       1.872646929,       1.818600886,       4.859131964,     0.09141051543,      0.4762127796,                 0,                 0,                 0,      0.1131400288,     0.07214191298,      0.4795102065,                 0,       5.209606109
          0,           0,           3,     -0.6277727905,       1.919509117,       1.792709471,       4.853382618,     0.08454388214,      0.4713409231,                 0,                 0,                 0,      0.1062245988,     0.06547722563,      0.4743655413,                 0,       5.575103854
          0,           0,           4,     -0.7896521236,       1.804023147,       1.641546206,       4.691622203,     0.08081171081,      0.4482471342,                 0,                 0,                 0,     0.09790882654,     0.06267890966,      0.4511400893,                 0,       5.546809116
          0,           0,           5,     -0.9578296951,       1.620310129,       1.481644747,       4.524187418,     0.07779927386,      0.4259100768,                 0,                 0,                 0,     0.09050620698,     0.06056924225,      0.4286997637,                 0,       5.474473676
          0,           0,           6,      -1.075834961,       1.470223594,       1.313946189,       4.407381583,     0.07575764788,      0.4082022083,                 0,                 0,                 0,     0.08557650699,     0.05924301195,      0.4109239949,                 0,        5.38826402
          0,           0,           7,      -1.187291183,       1.358007539,       1.213694052,        4.29538421,     0.07418791025,      0.3956889262,                 0,                 0,                 0,     0.08256163915,     0.05817891258,      0.3983576113,                 0,       5.333603884
          0,           0,           8,       -1.26708339,       1.274303388,         1.1333177,       4.214173071,     0.07318186953,       0.386750783,                 0,                 0,                 0,     0.08053969678,     0.05753395184,      0.3893861818,                 0,         5.2847896
          0,           0,           9,      -1.359811551,       1.178367445,       1.037289072,       4.120359622,     0.07244293736,       0.380122629,                 0,                 0,                 0,     0.07919265898,     0.05706277574,      0.3827336304,                 0,       5.247200664
